Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
2021-02-04,234.09015750462424,234.64967583453253,231.88102351930485,233.46310424804688,25296100,133.1352633782053,134.2097136169971,131.4649611835476,134.199951171875,84183100
2021-02-05,233.6753626774804,234.6882836544842,231.9292872805032,233.64642333984375,18054800,134.3613683130723,134.42983740127244,132.9037842725981,133.78419494628906,75693800
2021-02-08,234.56288411358108,235.07416540237057,232.30552732308692,233.9069061279297,22211900,133.0700669616327,133.97983847702403,131.98421930396577,133.93092346191406,71297200
2021-02-09,233.32807212451993,236.1160077909551,232.855386470844,235.16098022460938,23565000,133.64723399056535,134.8798267734332,132.8939994307771,133.05050659179688,76774200
2021-02-10,236.34752566570722,237.23503297528765,232.38267474839645,234.24452209472656,22186700,133.51027896407933,134.00919124583916,131.4755366325783,132.44400024414062,73046600
2021-02-11,236.1352968662007,236.49222515802117,233.59817378890858,235.8555450439453,15751100,132.94290131800943,133.42224462079582,130.85925883741726,132.18966674804688,64280000
2021-02-12,235.3152830417069,236.6369096930941,234.15766556946718,236.33786010742188,16561100,131.42665885595727,132.58097584744993,130.7810163386291,132.42445373535156,60145100
2021-02-16,236.37643004956684,237.43758793667095,234.34094698968835,235.09339904785156,26728500,132.54182652078916,133.0505008941642,129.9005649144753,130.2918701171875,80576300
2021-02-17,233.33366904191027,236.2247073752917,232.9662401886476,236.11834716796875,21653500,128.39412436309948,129.3430192763438,126.65285667064074,127.9930419921875,97918500
2021-02-18,233.7977758772666,235.85727476251574,232.88888225714146,235.72190856933594,16925600,126.38869146538119,127.17128698603346,124.63764723542835,126.88760375976562,96856700
2021-02-19,235.68326646492164,235.7896266830172,232.2314060034834,232.99526977539062,25262600,127.40608001446142,127.86585435879635,125.9974109532454,127.04412078857422,87668800
2021-02-22,229.56272223089456,230.05583876789643,224.708852062903,226.7490234375,36446900,125.2245820305238,126.89738013381545,122.86702591113955,123.2583236694336,103916400
2021-02-23,222.70737444670027,227.05844976056775,221.16031954469048,225.55007934570312,30228700,121.067072044615,123.95287914625916,115.81391675875304,123.12137603759766,158273000
2021-02-24,222.39791498954574,227.41615658480433,221.42134580631168,226.7876739501953,26339700,122.22138464103878,122.82788904485355,119.57035347401501,122.6224594116211,111039900
2021-02-25,224.39941639910325,226.82634374335998,220.33841649981142,221.41168212890625,39542200,121.96705631635206,123.70832364732854,117.91714023140678,118.35734558105469,148199500
2021-02-26,223.86766895538668,227.5805831932529,221.9435213576159,224.68954467773438,37819200,119.92250660347193,122.13333235763007,118.56275282287397,118.62145233154297,164560400
2021-03-01,228.09305784098123,229.6111069324574,225.43406705975235,229.09864807128906,25324000,121.05728331048017,125.14632962305842,120.1181731597989,125.0093765258789,116307900
2021-03-02,229.16630164142225,229.4467125406438,225.72411990536094,226.13021850585938,22812500,125.61588108930245,125.91913329199494,122.28986150205843,122.39746856689453,102260900
2021-03-03,224.47680916743502,225.84981335833936,219.73896284284643,220.02903747558594,34029500,122.09420675176463,122.97462478338886,119.18883097909638,119.40404510498047,112966300
2021-03-04,219.23616470377033,224.79587148910286,216.83822837187682,219.2264862060547,44727800,119.10080486208311,120.91054865889173,116.03891416723145,117.51605224609375,178155000
2021-03-05,221.92416791979974,225.55006376420437,218.96543927137483,223.93533325195312,41872800,118.34755618226085,119.28666630320659,115.01175200979323,118.7779769897461,153766600
2021-03-08,223.71293453599736,225.64674565461442,219.61326440696627,219.86465454101562,35267400,118.29865441984433,118.36713097393849,113.68135687696733,113.82809448242188,154376600
2021-03-09,225.1729580638382,227.5902218192339,224.00299591455155,226.0431671142578,33080500,116.43998110747732,119.40404902510528,116.2052054457975,118.45515441894531,129525800
2021-03-10,229.15664011730135,229.15664011730135,224.36078157928844,224.72821044921875,29746800,119.04211444982889,119.51166581137682,116.85084988465742,117.36932373046875,111943300
2021-03-11,227.18416507754895,231.2548297284497,226.5556675332269,229.2823486328125,29907600,119.87361000523832,120.52902944875325,118.62146316885641,119.30622863769531,103026500
2021-03-12,226.26559211666006,228.01570378486878,225.51140686906064,227.94801330566406,22653700,117.78017258073191,118.5334145770574,116.5671562971472,118.3964614868164,88105100
2021-03-15,227.18415297293328,227.40653713643047,224.13839139075358,227.0391082763672,26034900,118.768213019061,121.30185297869129,117.79974930309419,121.29206848144531,92403800
2021-03-16,228.46047211752122,232.11537439525682,228.13172772834727,229.84315490722656,28092200,122.96485323576835,124.45178328205833,122.00618152746164,122.83768463134766,115227900
2021-03-17,228.33476704770135,230.65534949760786,225.5114042743866,229.1953125,29562100,121.35075339157471,123.12136654730853,119.67795534298575,122.04530334472656,111932600
2021-03-18,224.86354474964523,226.43960546411142,222.7073495770655,223.08444213867188,34833000,120.20621275113163,120.49968794214433,117.70191898445727,117.9073486328125,121229700
2021-03-19,223.37452477855553,224.7765348783474,221.75979427699573,222.72669982910156,46430700,117.29105128250436,118.78775822996795,117.0758371529688,117.37908935546875,185549500
2021-03-22,222.64933771014526,229.05991126043418,222.5236352716156,228.18003845214844,30127000,117.71170963542201,121.17468273886081,117.64323308239008,120.70512390136719,111912300
2021-03-23,229.63040452671018,233.07258592628708,229.22430596590922,229.71742248535156,31638400,120.6464071105448,121.53660211745228,119.48229848428278,119.87359619140625,95467100
2021-03-24,229.9785063681459,230.12353630883382,227.53223634315083,227.6676025390625,25620100,120.14752145372104,120.22578250026773,117.45735955159839,117.47692108154297,88530500
2021-03-25,227.51291097101122,229.09863570662682,223.90635689164225,224.65086364746094,34061900,116.93887818958069,119.01275087692757,116.4106273881796,117.96602630615234,98844700
2021-03-26,223.8869715588092,228.8762074815736,223.8869715588092,228.65380859375,25479900,117.731267934474,118.8366847131395,116.3323834208923,118.57255554199219,94071200
2021-03-29,228.76020882115643,228.96326550344105,224.2060913796449,227.45489501953125,25227500,119.00297900233532,119.91274312400247,118.10299937711603,118.7486343383789,80819200
2021-03-30,225.80147263835175,226.11088952458203,223.45189901800342,224.1770782470703,24792000,117.49648340996671,117.78017409006814,116.27368261472802,117.29105377197266,85671900
2021-03-31,225.20199547913245,231.18714373342434,224.69920041677108,227.96734619140625,43623500,119.00298322429019,120.83228856558793,118.51386287192022,119.49210357666016,118323800
2021-04-01,230.57796117690464,234.8033335898547,230.17186262783048,234.32955932617188,30338000,120.96924318486211,121.47792504243581,119.82469594439944,120.32360076904297,75089100
2021-04-05,234.72597750360785,241.68770901446322,234.6679655333186,240.82716369628906,36910600,121.17467974982267,123.41485187715786,120.39208419443258,123.16050720214844,88651200
2021-04-06,239.4155001585095,241.14625471940562,238.70966318992367,239.6572265625,22931900,123.74744343345849,124.36373236215869,122.9159403655152,123.46375274658203,80171300
2021-04-07,239.60887057598896,242.6256112789347,239.00939383471342,241.62969970703125,22719800,123.09202364516216,125.13654303559613,122.417035203639,125.11698150634766,83466700
2021-04-08,244.4047705965808,245.72942675306734,243.66024903789796,244.86888122558594,23625200,126.14413739562202,127.55280641553438,125.72350105241503,127.5234603881836,88844600
2021-04-09,244.50139292418686,247.51814816440688,244.0856306344498,247.38278198242188,24326800,126.97563580060692,130.14512586474413,126.65281460393234,130.1060028076172,106686700
2021-04-12,246.28051222175563,249.1425590611245,246.19347951180376,247.4407958984375,27148700,129.63647010271666,129.95929134574504,127.78759565756825,128.3843231201172,91420000
2021-04-13,248.74614977442516,250.6122705431789,248.3303579311484,249.9354248046875,23837500,129.5581784481345,131.7298736233455,129.0592662236775,131.50486755371094,91266500
2021-04-14,248.95885914085616,250.26415806660793,246.71563111541306,247.1313934326172,23070900,132.0037882044852,132.06248025187,128.79516024880334,129.1571044921875,87222800
2021-04-15,249.39395369349947,251.3277648885937,249.20059027856033,250.91200256347656,25627500,130.90813743338322,132.0624539400122,130.73204639954596,131.57333374023438,89347100
2021-04-16,250.88301758388405,252.36238209170304,249.07490868628523,252.11097717285156,24878600,131.37773680047187,131.73968110440896,130.37992704769707,131.24078369140625,84922400
2021-04-19,251.57919485902204,252.8265114662994,249.28763308567483,250.1771697998047,23209300,130.60488317405677,132.52224111291792,130.4385840810419,131.90594482421875,94264200
2021-04-20,249.28760239933078,251.58884238878173,248.3400243131991,249.71304321289062,19722900,132.08208188525987,132.58097933809216,128.94192223323031,130.21363830566406,94812300
2021-04-21,250.37058866986004,252.0529953090538,248.7365155173191,251.956298828125,24030400,129.4799295768372,130.8396834469913,128.44299690378307,130.59512329101562,68847100
2021-04-22,251.59852122072658,253.11657023517938,247.17976989137549,248.65914916992188,25606200,130.14511693427332,131.23096454793503,128.55059497902982,129.06906127929688,84566500
2021-04-23,249.34562971106686,252.85550188502793,248.75580193014318,252.5074005126953,21462600,129.2842896751612,132.17987368023367,129.2842896751612,131.3972930908203,78657500
2021-04-26,253.00049421062025,253.75467931298164,251.5598144720666,252.8941192626953,19763300,131.89621182382086,132.12120303338915,130.65384180036304,131.78860473632812,66905100
2021-04-27,252.92318557381552,254.47991912894528,251.5115114829657,253.30029296875,31014200,132.07226369879982,132.46356891164857,131.1918530917334,131.46575927734375,66015800
2021-04-28,247.605153301247,248.0499510872284,244.57874904739901,246.13546752929688,46903100,131.38748176093378,132.08203909742446,130.18425010167056,130.67337036132812,107760100
2021-04-29,247.0057189857729,247.6245379994576,240.7595021178663,244.15333557128906,40589000,133.50050652437227,134.08745690189525,129.567974819212,130.5755615234375,151101000
2021-04-30,241.47502164719492,244.70448296798347,241.339655446737,243.83425903320312,30945100,128.91254705716273,130.65381415781053,128.21800457946676,128.59951782226562,109839500
2021-05-03,245.01385406622066,245.9324261177645,242.8093106501304,243.5248260498047,19626600,129.16687034568793,131.15271231319818,128.9614481976195,129.65599060058594,75135100
2021-05-04,242.6642906822587,242.8963533290899,237.62670619996604,239.5895233154297,32756100,128.33537372437536,128.6288488600511,123.94306850091087,125.06804656982422,137564700
2021-05-05,240.81745279259255,241.24289352253976,237.68468878808196,238.31317138671875,21901300,126.38867773337496,127.61147843692302,125.18544602057825,125.3126220703125,84000900
2021-05-06,238.2938677763207,241.59101921408728,236.5921193344772,241.46531677246094,26491100,125.10719525066649,126.9267234439276,124.36373027215305,126.91694641113281,78128300
2021-05-07,243.8052730766507,245.8841292412633,242.85770959558752,244.1050262451172,27032900,128.22020012171234,128.62194863274965,126.87772403166485,127.59306335449219,78973300
2021-05-10,242.5676094591956,243.39914888697365,238.94171336489754,238.99972534179688,29299900,126.8091685393895,126.93654567929129,124.26141641162498,124.30061340332031,88071200
2021-05-11,236.45678232929174,238.4389418849442,234.54231325173242,238.0811767578125,33641600,121.01794071068072,123.732266941607,120.30260870284276,123.37950897216797,126142800
2021-05-12,234.15554329136458,236.29241130423097,230.191238914293,231.0904541015625,36684400,120.91994792228226,122.13502470718254,119.79305875777395,120.30260467529297,112172300
2021-05-13,233.79777082152674,237.47201495470736,233.4303419820662,234.987060546875,29624300,122.076205173874,123.61465116882745,121.7626368015287,122.45836639404297,105861300
2021-05-14,237.45269741654624,240.93354899396118,237.36567944671805,239.93763732910156,23901100,123.71266999123503,125.31970922511546,123.32070756139703,124.8885498046875,81918000
2021-05-17,238.39055804135205,238.42922777033644,235.46083550669218,237.06588745117188,24970200,124.27120325716062,124.37899310292869,122.65436304670058,123.73225402832031,74244600
2021-05-18,238.11984688230368,238.2552130765147,234.86136496896637,235.03541564941406,20168000,124.01641394809468,124.43777217244039,122.27218931393898,122.34078216552734,63342900
2021-05-19,231.9244980642384,235.72351865268155,231.23641811133726,235.61691284179688,25739800,120.68475659168433,122.40937905307148,120.39078294600725,122.18400573730469,92612000
2021-05-20,236.43099674377723,240.2978492693949,236.3340769942939,238.8732147216797,21800700,122.71317445746266,125.1531292132296,122.58578236741039,124.7513656616211,76857100
2021-05-21,239.92960932842846,240.66614921501537,237.18694578423563,237.60366821289062,21863100,125.25109958373996,125.42748227973826,122.69355422979483,122.90913391113281,79295400
2021-05-24,240.14279819726076,243.40880466874205,239.8714406276493,243.04052734375,21411500,123.47750323665608,125.3687151634002,123.40891036785446,124.54559326171875,63092900
2021-05-25,243.99995218179816,244.94970356838164,243.07927376097604,243.9514923095703,17704300,125.251117740315,125.74107639005582,123.7812642192773,124.349609375,72009500
2021-05-26,243.67044645534367,245.13385481735335,243.0114394803578,243.72860717773438,17771600,124.40840326146704,124.82976157711471,123.87925508767265,124.30061340332031,56575900
2021-05-27,243.4184577609893,243.71888825894953,241.55771405514977,241.61585998535156,24426200,123.89883613267928,125.07471577819632,122.5661685471944,122.76214599609375,94625600
2021-05-28,243.25372651076563,244.3003977061541,241.85816491691435,241.97445678710938,18270200,123.04631892312548,123.2716997185338,122.04682196885067,122.1056137084961,71311100
2021-06-01,243.47663334768635,243.53477928497057,239.33842307359177,239.76483154296875,23213300,122.56618191328505,122.83075224575715,121.449093885405,121.78225708007812,67637100
2021-06-02,240.4723095990206,241.57712675444566,238.25297444018346,239.6679229736328,19406700,121.78225486696007,122.72296016407643,121.5568815278501,122.54657745361328,59278900
2021-06-03,237.65208531272862,238.7375154318653,235.50059719238536,238.12696838378906,25307700,122.17421691048338,122.34079850429373,120.65536538181918,121.05712890625,76229200
2021-06-04,240.11369831050433,243.8836456812786,239.87141373709244,243.05018615722656,25281100,121.57647200078277,123.62447159323195,121.36089230936066,123.35989379882812,75169300
2021-06-07,242.2651732511608,246.24833201164998,242.10042152479943,245.9769744873047,23079200,123.63426024908394,123.7812470760429,122.32119487398776,123.36968994140625,71057600
2021-06-08,247.2853023825905,248.10907575348782,244.71707732430036,244.77523803710938,22455000,124.05564720348936,125.87827381302043,123.67348585060678,124.19283294677734,74403800
2021-06-09,245.97700556822116,247.64392473575538,245.39553142309762,245.7637939453125,17937600,124.65337567084285,125.18252383113118,123.97724066446416,124.57498168945312,56877900
2021-06-10,246.44214694548472,249.5143132720971,245.841285992205,249.3011016845703,24563600,124.46719247519351,125.61368389975463,123.40890362522711,123.57548522949219,71186400
2021-06-11,250.02799674305382,250.51256592443156,248.6905810703303,249.9311065673828,18999700,123.98702310448563,124.87873768733272,123.56566486306369,124.79054260253906,53522400
2021-06-14,249.9407793009507,251.92753070166987,248.87472118053503,251.869384765625,19150500,125.25114436394205,127.91647303541274,124.51621744720572,127.85768127441406,96906500
2021-06-15,251.75305476424782,251.9662663810869,249.727559192154,250.38656616210938,18038900,127.32849666623278,127.97523571896205,126.78954745562504,127.0345230102539,62746300
2021-06-16,251.39444663949044,252.53802263311616,246.56814247738893,249.43679809570312,27220000,127.74983564578012,128.25938893894605,125.87823394486584,127.53425598144531,91815000
2021-06-17,248.16723512473413,253.67193320557047,248.10908919664973,252.84815979003906,27565500,127.19133075522794,129.88606227566868,127.04433642829339,129.14132690429688,96721700
2021-06-18,251.6174082364374,254.2049912093389,250.76456170990195,251.42356872558594,37202200,128.0830111104863,128.86692083515925,127.62245592357515,127.8380355834961,108953300
2021-06-21,251.8015192852255,255.38731323668682,249.96016243709636,254.52479553222656,26696100,127.68126305266121,129.74885734783985,126.61317321470958,129.6410675048828,79663300
2021-06-22,254.61207424039256,257.58733660763,254.30194281449093,257.31597900390625,24694100,129.47451247916192,131.38531922160797,128.97475267197447,131.28732299804688,74783600
2021-06-23,257.7810325649342,258.595105016087,256.2691795019722,257.083251953125,19518700,131.0815092601695,131.6204584103487,130.5523537483137,131.01290893554688,60214200
2021-06-24,257.94589149972273,259.5837378342105,257.2771836080912,258.45953369140625,21446900,131.74783612560256,131.93401991944447,130.25838072698704,130.72874450683594,68711000
2021-06-25,258.0136819724109,259.0021923210898,256.5890475893359,256.84100341796875,25611100,130.7777709892388,131.19912181234292,130.14082550615106,130.43479919433594,70783700
2021-06-28,257.97496083991825,260.60131770189014,257.7036032627672,260.4268798828125,19590000,130.72876668918406,132.53178329485237,130.66997494475694,132.07122802734375,62111300
2021-06-29,260.5721903554941,263.2663934434633,259.70967271287435,263.02410888671875,19937800,132.09083850565023,133.74687585363333,131.64988544279703,133.590087890625,64556100
2021-06-30,262.336040026262,262.9853461031413,261.27968286365405,262.53955078125,21656500,133.43326643298442,134.64835041310198,133.1392928141683,134.2073974609375,63261400
2021-07-01,261.28935129983205,263.45054026043147,261.27968002877276,263.21795654296875,16725300,133.85465198573496,134.56997643445254,133.0315227403941,134.5111846923828,52485800
2021-07-02,264.40034289596645,269.42047266250347,264.09021151270576,269.0812683105469,26458000,135.1285290871627,137.18633001828633,134.98154971442102,137.1471405029297,78852600
2021-07-06,269.4495493778783,270.74819129061393,265.8346524823873,269.0909729003906,31565600,137.25491925633426,140.27300511470358,137.25491925633426,139.1657257080078,108181800
2021-07-07,270.77725140779233,272.0274481712752,268.5966901015052,271.2908935546875,23260000,140.6551614207794,141.9780354300495,139.79285761414,141.6644744873047,104911600
2021-07-08,268.35436660059395,270.1279061016344,266.3870172014392,268.85833740234375,24618600,138.73457978552972,141.16473348435932,137.84286503744906,140.36122131347656,105575500
2021-07-09,267.21081645275507,269.46889570541214,266.82316704327263,269.3623046875,23916700,139.8810638333893,142.72277473602026,139.78306761517845,142.19363403320312,99890800
2021-07-12,270.5446550388417,271.1358152134811,268.04426162857743,268.7614440917969,18931700,143.27152578832394,143.37931564236285,141.10593506704151,141.59588623046875,76299700
2021-07-13,268.9553225203184,274.1208476074757,268.82935935115995,272.3085632324219,26120100,141.13533874616226,144.496411688261,140.7433837745926,142.71298217773438,100827100
2021-07-14,273.63622459496327,274.90579349318665,271.89175778408145,273.7912902832031,23113700,145.12356490760533,146.56402276564117,144.71199270348757,146.15245056152344,127050800
2021-07-15,273.2970295449207,273.7912995945101,271.19398619785545,272.3569641113281,22604200,146.24061539726927,146.98533571546386,144.13381661407468,145.49588012695312,106820300
2021-07-16,273.3648102519203,275.332159550693,270.83534425306976,272.0855407714844,26186800,145.47629609045745,146.7501570666892,142.94814646554318,143.44789123535156,93251400
2021-07-19,270.32175815873427,271.7173197761121,265.9800371942306,268.4610290527344,32935600,140.86097330831228,141.17454926069658,138.8227744741875,139.58709716796875,121434600
2021-07-20,269.4494800126927,272.29874855404097,267.7341161258603,270.6996765136719,26259700,140.5767980109594,144.14364197451235,140.08684683491023,143.2127227783203,96350000
2021-07-21,270.29263910977414,272.8317764714701,268.73234079810254,272.7154846191406,24364300,142.60517528212256,143.19312262136464,141.72326922538142,142.477783203125,74993500
2021-07-22,275.0802291583625,277.5806226950854,274.6732076086904,277.30926513671875,23384100,143.00693860738033,145.22151233826582,142.87954652855333,143.8496551513672,77338200
2021-07-23,278.50124995779606,281.04038740226895,277.65810442516977,280.73028564453125,22768100,144.5845535586843,145.73103718743823,143.96721046930946,145.57424926757812,71447400
2021-07-26,280.0810104744821,280.74971836728116,277.7938579417119,280.12945556640625,23176100,145.29012038238656,146.81876560092866,144.731568886007,145.9956512451172,72434100
2021-07-27,280.49772457377867,280.64308942099046,274.21772656817114,277.6969299316406,33604100,146.12299718263154,146.21119973573445,142.6247544412148,143.8202362060547,104818600
2021-07-28,280.0713131809367,281.1955173399742,275.07055519449796,277.3868103027344,33566900,141.8996567982077,144.01624946103246,139.67527427888382,142.0662384033203,118931200
2021-07-29,277.4060956704679,279.7126492085569,277.251030016775,277.6580810546875,18168300,141.78207790616358,143.60469693299768,141.67428804616338,142.71298217773438,56699500
2021-07-30,276.36923400479174,277.81324087914425,275.1481100528774,276.11724853515625,20944800,141.47826173636608,143.38906772956747,141.21368399819403,142.9285125732422,70440600
2021-08-02,277.52245058070406,277.91980086313254,274.98331277295944,276.0299987792969,16267400,143.41849700972153,143.99663576121543,142.3308048906137,142.5953826904297,62880000
2021-08-03,276.6114852101518,278.36562328511246,275.23529571822814,278.2590026855469,17879000,142.87954029235215,145.0647180561516,142.2621971091317,144.3983917236328,64786600
2021-08-04,277.38678826831455,278.71450311661016,275.8652339137432,277.6678466796875,16191300,144.31018840207938,144.8197267354332,143.34007992721791,143.99661254882812,56368300
2021-08-05,278.02639026152593,280.69152049091053,277.27046359767604,280.58489990234375,13900200,144.02602192289004,144.8687384173836,143.232303529077,144.1044158935547,46397700
2021-08-06,279.6061611117086,280.5655987728024,278.74361364105084,280.5268249511719,16589300,143.62354429564462,144.36938030633664,142.9169565067693,143.41744995117188,54126800
2021-08-09,280.807860729634,282.5522980772889,278.9277298051075,279.4316711425781,16117600,143.47635955368153,143.96704478811583,142.8090348226229,143.368408203125,48908700
2021-08-10,279.8871585347895,280.32328264578575,276.39828394984676,277.6000061035156,18616600,143.7118749573733,144.95821948179562,142.59311336897338,142.8875274658203,69023100
2021-08-11,278.3462552102789,279.75151783986774,277.03791234406856,278.09429931640625,13955900,143.32913242690734,143.98664871773903,142.81881568830585,143.14266967773438,48493500
2021-08-12,277.784114118174,281.0210324731041,277.50305573152406,280.865966796875,14561300,143.46651434782166,146.273233766027,143.123028782234,146.1162109375,72282600
2021-08-13,280.54614271809214,283.86057886978705,280.3716753608308,283.8121337890625,18249000,146.19472847602927,146.6559736950737,145.50777229059764,146.3223114013672,59375000
2021-08-16,284.14165964558504,285.72135980171606,281.06947823095703,285.5081481933594,22507600,145.77276511297995,148.37340588044512,143.74133599773583,148.30470275878906,103296000
2021-08-17,283.36638642170044,284.37426904696963,282.096787928393,284.0350646972656,20075300,147.43126177455844,148.85424577061949,146.3125001875388,147.3920135498047,92229700
2021-08-18,283.56902704774615,286.2683885255345,281.85034912127685,282.2970275878906,21813000,147.00929375834372,147.91215275914686,143.4272826956147,143.6333770751953,86326000
2021-08-19,280.3161580595009,288.84148108685145,280.2676202301463,288.1617736816406,29850500,142.3281240023294,145.24279479861465,141.80799897567445,143.96701049804688,86960300
2021-08-20,291.0261609315284,296.96863616381444,289.4143082325147,295.53155517578125,40817600,144.69324774538592,145.73349792725946,144.04553971626808,145.4292755126953,60549600
2021-08-23,294.45381675588874,296.54144712298415,293.09443160748054,295.8132019042969,22830200,145.54700178645865,147.3919824252666,145.13482812822875,146.92092895507812,60131800
2021-08-24,296.17248095115406,296.7842117093817,293.2400907116923,293.84210205078125,18175800,146.66581042238676,148.04954634761012,146.37139629315473,146.8326416015625,48606400
2021-08-25,295.47330963483773,295.7549060463655,291.705879753197,293.249755859375,20006100,147.0190838087262,147.519592250737,145.04653487560168,145.59609985351562,58991300
2021-08-26,292.2593410592059,293.6575741510151,290.2785355394526,290.4144592285156,17666100,145.58630443638947,146.34194886069025,144.76194192197897,144.7913818359375,48597200
2021-08-27,290.31737857564724,292.1428513577284,288.2200287600035,291.0262145996094,22605700,144.73251987566385,145.97886462702738,144.0946350284485,145.8316650390625,55802400
2021-08-30,292.38558023402715,295.3956662396167,292.32732299018244,294.783935546875,16348100,146.2241695758551,150.6305274592708,145.84143577124814,150.2674102783203,90956700
2021-08-31,295.58992859832875,295.66759505960573,292.75461382749137,293.12359619140625,26285300,149.81601938873746,149.953410655414,148.4715316635546,149.00148010253906,86453100
2021-09-01,294.08485394098176,296.3375664119576,292.74487790855,293.07501220703125,18983800,149.98283843704763,152.09277878484346,149.50196155532296,149.66879272460938,80313700
2021-09-02,293.4342950060203,294.5606215716799,291.47286885410915,292.41473388671875,16285600,151.0034698406252,151.83764073221985,149.56085404781211,150.78756713867188,71115500
2021-09-03,292.25932604742155,293.8226410017637,291.55051975237325,292.4049987792969,14747900,150.89554280662063,151.74934543812722,150.23802628090334,151.4254913330078,57808700
2021-09-07,292.2788418072864,292.3565082700069,289.5503517064205,291.472900390625,17180400,152.08296162989393,154.33029310259397,151.51376504008468,153.7709197998047,82278300
2021-09-08,291.08446350164445,291.8903751604786,288.841470630968,291.5019836425781,15046800,154.0555098943376,154.1143897180931,151.11139891038036,152.22035217285156,74420200
2021-09-09,292.0943540530522,293.3760729458299,288.38515072654934,288.6278991699219,19927000,152.59328165383056,153.20172648114232,151.08196292373444,151.19973754882812,57305700
2021-09-10,289.76395209596836,291.22044264146325,286.81212296003343,287.1325378417969,19633400,152.11241016755477,152.58346376101343,145.92977372713005,146.1947479248047,140893200
2021-09-13,288.9191813810018,289.88048535323895,285.549831849137,288.37542724609375,23652900,147.82382836372247,148.5991043920851,145.97884721713058,146.76394653320312,102404300
