Ticker,JPY=X,JPY=X,JPY=X,JPY=X,JPY=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,GBPUSD=X,CHF=X,CHF=X,CHF=X,CHF=X,CHF=X
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02,130.84500122070312,131.03500366210938,130.62100219726562,130.84500122070312,0,1.0709733963012695,1.071237325668335,1.0653257369995117,1.0709733963012695,0,0.6823097467422485,0.6843400001525879,0.6793898344039917,0.6823097467422485,0,1.212018370628357,1.212341547012329,1.2037605047225952,1.2120330333709717,0,0.923799991607666,0.9257599711418152,0.9221000075340271,0.923799991607666,0
2023-01-03,130.79400634765625,131.1820068359375,129.53399658203125,130.79400634765625,0,1.0677714347839355,1.068261981010437,1.0521553754806519,1.0677714347839355,0,0.6805600523948669,0.6836204528808594,0.6689186692237854,0.6805600523948669,0,1.2064036130905151,1.208999752998352,1.1903769969940186,1.206287145614624,0,0.9240000247955322,0.9398000240325928,0.923009991645813,0.9240000247955322,0
2023-01-04,131.2480010986328,132.1699981689453,129.96400451660156,131.2480010986328,0,1.0546854734420776,1.063151240348816,1.0545964241027832,1.0546854734420776,0,0.6727999448776245,0.6891300082206726,0.6725582480430603,0.6727999448776245,0,1.1967735290527344,1.2086637020111084,1.1967735290527344,1.1969740390777588,0,0.9358000159263611,0.9362999796867371,0.925599992275238,0.9358000159263611,0
2023-01-05,132.24600219726562,133.99200439453125,131.72999572753906,132.24600219726562,0,1.0606365203857422,1.06326425075531,1.0515578985214233,1.0606365203857422,0,0.6829108595848083,0.6846032738685608,0.6736801266670227,0.6829108595848083,0,1.205269455909729,1.2078169584274292,1.1878036260604858,1.2057054042816162,0,0.9295899868011475,0.9376099705696106,0.9259999990463257,0.9295899868011475,0
2023-01-06,133.3070068359375,134.74099731445312,132.18699645996094,133.3070068359375,0,1.0522217750549316,1.062225103378296,1.0485258102416992,1.0522217750549316,0,0.6755697727203369,0.687000036239624,0.6722598671913147,0.6755697727203369,0,1.1910291910171509,1.206752896308899,1.1844552755355835,1.1912277936935425,0,0.9358299970626831,0.9406700134277344,0.9290900230407715,0.9358299970626831,0
2023-01-09,131.86199951171875,132.64500427246094,131.32699584960938,131.86199951171875,0,1.0656323432922363,1.0759514570236206,1.0652804374694824,1.0656323432922363,0,0.689398467540741,0.6951202750205994,0.6885582208633423,0.689398467540741,0,1.2120771408081055,1.2207329273223877,1.2095261812210083,1.2116365432739258,0,0.9268699884414673,0.9279199838638306,0.916700005531311,0.9268699884414673,0
2023-01-10,131.72900390625,132.46600341796875,131.43299865722656,131.72900390625,0,1.073318362236023,1.0756852626800537,1.0713175535202026,1.073318362236023,0,0.6909699440002441,0.692799985408783,0.6860498785972595,0.6909699440002441,0,1.2184720039367676,1.219809651374817,1.2112549543380737,1.2184869050979614,0,0.920930027961731,0.9251499772071838,0.9194899797439575,0.920930027961731,0
2023-01-11,132.1009979248047,132.85400390625,132.10299682617188,132.1009979248047,0,1.0738946199417114,1.077470064163208,1.0726851224899292,1.0738946199417114,0,0.6895001530647278,0.692520797252655,0.687450110912323,0.6895001530647278,0,1.2154507637023926,1.2177894115447998,1.210184931755066,1.2154507637023926,0,0.9222400188446045,0.9314900040626526,0.9204699993133545,0.9222400188446045,0
2023-01-12,131.90199279785156,132.02099609375,129.56900024414062,131.90199279785156,0,1.0766000747680664,1.0838346481323242,1.0738024711608887,1.0766000747680664,0,0.6910998225212097,0.6981801986694336,0.688869833946228,0.6910998225212097,0,1.2160124778747559,1.2237355709075928,1.2097164392471313,1.2159533500671387,0,0.9309200048446655,0.9350200295448303,0.926609992980957,0.9309200048446655,0
2023-01-13,129.1719970703125,129.3419952392578,127.46800231933594,129.1719970703125,0,1.0860239267349243,1.0867793560028076,1.0780625343322754,1.0860239267349243,0,0.6967815160751343,0.6993999481201172,0.6916921138763428,0.6967815160751343,0,1.2216426134109497,1.2246947288513184,1.2151849269866943,1.2217769622802734,0,0.9272000193595886,0.9316200017929077,0.9255899786949158,0.9272000193595886,0
2023-01-16,128.0260009765625,128.80999755859375,127.25399780273438,128.0260009765625,0,1.082461953163147,1.0875475406646729,1.080263614654541,1.082461953163147,0,0.6973500847816467,0.7020002603530884,0.6942598223686218,0.6973500847816467,0,1.2224639654159546,1.2288635969161987,1.2174336910247803,1.2226732969284058,0,0.9267200231552124,0.9287800192832947,0.9216679930686951,0.9267200231552124,0
2023-01-17,128.3209991455078,129.11599731445312,128.02200317382812,128.3209991455078,0,1.0830129384994507,1.086909294128418,1.0787020921707153,1.0830129384994507,0,0.6966398358345032,0.6993398666381836,0.6931304335594177,0.6966398358345032,0,1.2208819389343262,1.2299820184707642,1.2170631885528564,1.2207776308059692,0,0.9253900051116943,0.9275000095367432,0.9188200235366821,0.9253900051116943,0
2023-01-18,128.281005859375,131.5590057373047,127.60700225830078,128.281005859375,0,1.0793308019638062,1.0884472131729126,1.0767043828964233,1.0793308019638062,0,0.6988413333892822,0.7059903144836426,0.6974098682403564,0.6988413333892822,0,1.228365421295166,1.2433171272277832,1.225655436515808,1.228471040725708,0,0.9219200015068054,0.9243199825286865,0.9087100028991699,0.9219200015068054,0
