Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,MSFT,MSFT,MSFT,MSFT,MSFT,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-25,95.181933158644,95.63377526738347,92.51567974733115,94.26332092285156,50586000,166.4250030517578,168.1945037841797,162.15750122070312,164.6999969482422,74996000,221.02835000618649,221.66504485405198,216.30140522152732,221.4238739013672,33152100,139.74808861764467,141.72117584234562,133.3696938895246,139.6015625,157611700,276.83526661510535,278.7860637980123,270.2363629236938,276.70587158203125,19087000
2021-01-26,93.85080553412007,95.33172432985599,93.36015508295559,94.9435806274414,31462000,164.8179931640625,166.89999389648438,164.14349365234375,166.30650329589844,59104000,223.67159741419584,225.90965628548417,221.95446134366796,224.125,49169600,140.26575403148016,140.94949773337214,138.08752172506703,139.83596801757812,98390600,276.835296731814,284.05128794344364,276.50682770836573,280.7269287109375,19373600
2021-01-27,93.29944372261227,93.576120836045,89.4364122301707,90.5142593383789,82512000,167.07449340820312,167.3260040283203,160.35400390625,161.62899780273438,93204000,229.59474371719836,231.94857453738325,222.01232848295177,224.6748504638672,69870600,140.09970572045313,140.94951541070097,137.14983753597352,138.7615203857422,140843800,281.20467962212916,282.1203773615264,266.86227180467614,270.8634338378906,35346200
2021-01-28,91.11438957910407,93.95032603866761,91.11438957910407,92.21910858154297,55278000,161.7519989013672,165.08399963378906,161.4344940185547,161.88099670410156,62984000,227.2891700081717,234.07089652048276,226.78753026799865,230.49191284179688,49111200,136.28050728033566,138.69315786113063,133.5259773426194,133.90692138671875,142621100,275.87975385308545,285.4446895719629,263.4583164088709,263.75689697265625,37758800
2021-01-29,91.26465847682226,91.9374443781488,89.64938764556791,90.93324279785156,44530000,161.5,161.84950256347656,159.2274932861328,160.30999755859375,85872000,227.65569446969477,229.6140010552118,223.1795630285267,223.7680206298828,42503100,132.67617999744974,133.56505438488097,127.18667492713263,128.8960418701172,177523800,264.05550044172963,265.309599667257,253.65453824202993,257.1181945800781,30389500
2021-02-01,91.79065524466398,95.32127620814629,91.79065524466398,94.203125,40252000,162.1179962158203,167.51300048828125,161.75149536132812,167.1439971923828,83204000,226.75856737700522,233.93581706822144,224.22144432069945,231.18646240234375,33314200,130.64447709526527,132.23663511827664,127.88994713431293,131.02542114257812,106239800,258.30260453139135,262.9308161071233,253.71424419858698,260.78094482421875,22914300
2021-02-02,95.20134574308125,97.00472029972896,94.864948984388,95.49942016601562,66332000,169.0,171.38699340820312,168.05650329589844,169.0,141972000,232.7781683241315,233.75249351412447,230.2603434019653,231.05137634277344,25916300,132.57849082798725,133.14502563870852,131.48450079597174,131.85568237304688,83305400,262.76160968920584,267.5888650330022,262.0350230912574,265.8271484375,17320800
2021-02-03,102.78907115194251,104.82981339283204,100.19845235959038,102.45417022705078,97882000,171.25050354003906,171.6999969482422,165.43099975585938,165.62649536132812,141776000,231.10930869338551,236.43435275542583,230.8102443459254,234.4181671142578,27158100,132.60781218328634,132.6175895343007,130.5077385359951,130.830078125,89880900,264.37397234684335,267.93719558496593,262.6023235376201,265.3991394042969,14223400
2021-02-04,102.54075646793045,102.9726895274493,101.27082695508153,102.19292449951172,48596000,166.5,167.35000610351562,163.8874969482422,166.5500030517578,73414000,234.09017280439656,234.64969117087412,231.88103867469155,233.46311950683594,25296100,133.13524824047326,134.20969835709803,131.46494623573207,134.19993591308594,84183100,265.7575094037497,266.9021088666218,262.7616191024998,265.23992919921875,16060000
2021-02-05,102.48801214016696,104.29835730952522,102.01228969427049,103.94454956054688,29866000,165.9499969482422,168.85000610351562,165.135498046875,167.6074981689453,72416000,233.67533215612235,234.68825300082415,231.92925698720768,233.64639282226562,18054800,134.36135298845358,134.42982206884446,132.9037691142245,133.7841796875,75693800,265.54845664984947,267.9073647395341,264.4237828774701,266.8423767089844,12454400
2021-02-08,104.50038357058834,105.24681488180683,102.67660640780495,103.73006439208984,28828000,167.9250030517578,168.25,165.1999969482422,166.14700317382812,65148000,234.56283820883678,235.07411939756682,232.30548186011492,233.9068603515625,22211900,133.0700669616327,133.97983847702403,131.98421930396577,133.93092346191406,71297200,267.4893324986351,268.5941110689522,263.7569232079565,265.3294982910156,13755200
2021-02-09,103.24637908993188,104.4262393016287,103.00752319120647,103.27574157714844,21892000,165.62449645996094,166.89999389648438,164.89199829101562,165.25,44070000,233.32805698466197,236.11599247019757,232.855371361657,235.1609649658203,23565000,133.6472186633411,134.87981130485002,132.89398418993693,133.0504913330078,76774200,265.19014520169947,272.1075552356583,264.50337952856717,268.18603515625,14613400
2021-02-10,103.66140099776602,104.44465886939685,102.12375419248004,103.82760620117188,25102000,165.6999969482422,165.8975067138672,162.6999969482422,164.32899475097656,63032000,236.34752566570722,237.23503297528765,232.38267474839645,234.24452209472656,22186700,133.51027896407933,134.00919124583916,131.4755366325783,132.44400024414062,73046600,271.17196178380914,272.51560469662627,266.464139060546,270.59466552734375,14687200
2021-02-11,104.05252712037256,104.2018073071374,102.95079226487827,103.94055938720703,20480000,164.60000610351562,164.60000610351562,162.4029998779297,163.10650634765625,46028000,236.13528158931294,236.49220985804178,233.59815867616126,235.85552978515625,15751100,132.94291666374514,133.42226002186263,130.85927394263595,132.18968200683594,64280000,270.6146067216081,272.29665116199936,267.2305314702786,269.12164306640625,12828600
2021-02-12,103.49369709094493,104.4754990480609,103.18516699146085,104.25306701660156,18990000,162.5,164.0124969482422,161.66549682617188,163.885498046875,46706000,235.31529823447488,236.63692497119087,234.15768068749534,236.33787536621094,16561100,131.4266437121405,132.58096057062542,130.78100126920737,132.4244384765625,60145100,269.25103538603884,269.90794310671953,267.08126860751656,269.23114013671875,9097600
2021-02-16,104.0898583949124,106.74665875822036,104.0898583949124,105.03285217285156,31004000,162.70249938964844,165.4149932861328,162.67950439453125,163.44749450683594,51494000,236.37646073369578,237.43761875854926,234.34097740959032,235.0934295654297,26728500,132.54185756536273,133.05053205788187,129.9005953404001,130.29190063476562,80576300,269.52964131860693,275.302451234973,268.78315963433334,272.6847839355469,15417200
2021-02-17,104.20081606295832,105.6170492387835,103.92066133491758,105.42695617675781,20294000,163.17999267578125,166.04550170898438,162.97500610351562,165.4320068359375,65950000,233.33368412074378,236.22472264095413,232.96625524373655,236.1183624267578,21653500,128.39408609658847,129.34298072702467,126.65281892309615,127.99300384521484,97918500,269.9676254775032,272.6848302040985,268.3154087577032,272.2867126464844,12763200
2021-02-18,104.7492008701628,105.59466134200437,104.16847356656038,104.78950500488281,22546000,164.12100219726562,166.89999389648438,163.69700622558594,166.4114990234375,60548000,233.7977758772666,235.85727476251574,232.88888225714146,235.72190856933594,16925600,126.38869146538119,127.17128698603346,124.63764723542835,126.88760375976562,96856700,268.30546059011846,270.67430092450223,264.78205814425263,268.1263122558594,15249100
2021-02-19,104.88803968550147,105.42497002735199,103.67583285853799,103.94355010986328,37938000,166.4114990234375,166.6750030517578,162.28750610351562,162.4949951171875,86104000,235.68325103009647,235.78961124122654,232.23139079471954,232.99525451660156,25262600,127.4060570610675,127.86583132256979,125.99738825363634,127.04409790039062,87668800,268.59412296032724,269.0022033724392,258.92967924729834,260.33306884765625,25622600
2021-02-22,102.19143355556334,103.521576354631,101.91276705220227,102.22427368164062,29466000,160.406494140625,161.61599731445312,158.61300659179688,159.03700256347656,70314000,229.56273767902795,230.05585424921347,224.70886718440133,226.74903869628906,36446900,125.2245820305238,126.89738013381545,122.86702591113955,123.2583236694336,103916400,256.7399851091277,261.83596265492633,256.3219419376639,259.1087951660156,17434900
2021-02-23,100.22035579955467,103.13193474366207,99.03800498105964,102.51587677001953,34658000,156.35150146484375,160.2364959716797,154.67999267578125,159.72500610351562,93544000,222.70738951317625,227.05846512140025,221.16033450650593,225.5500946044922,30228700,121.067072044615,123.95287914625916,115.81391675875304,123.12137603759766,158273000,258.2827029167671,266.2053545861773,253.76400643443046,264.61285400390625,21924600
2021-02-24,101.01903323255493,103.91916932842446,100.89413445514002,103.69474029541016,22608000,158.33749389648438,158.56149291992188,156.2689971923828,157.97650146484375,60226000,222.39795987985408,227.4162024880287,221.42139049950268,226.7877197265625,26339700,122.22137703659854,122.82788140267746,119.57034603451814,122.62245178222656,111039900,261.0994065645692,265.1304263929796,257.1779168994554,263.07012939453125,15736100
2021-02-25,102.30736748486517,103.6544275286867,99.84712981083716,100.31787872314453,41548000,156.83700561523438,158.91299438476562,152.38800048828125,152.85800170898438,90676000,224.39946279317778,226.8263906391963,220.33846205428335,221.41172790527344,39542200,121.96704059219421,123.70830769868415,117.91712502936959,118.35733032226562,148199500,261.069557227545,265.6878058976632,252.8483097667801,253.49526977539062,19053100
2021-02-26,101.01455143205975,102.33672899960698,99.57443795504803,100.61446380615234,40042000,154.75999450683594,156.1219940185547,151.8350067138672,154.64649963378906,85518000,223.86766895538668,227.5805831932529,221.9435213576159,224.68954467773438,37819200,119.92251431654658,122.13334021289873,118.56276044849312,118.6214599609375,164560400,255.26693013278157,264.30432353909475,255.26693013278157,256.4115295410156,26619500
2021-03-01,101.91276117076119,103.31754399033952,101.23699114256333,102.99060821533203,26060000,156.39450073242188,157.47799682617188,154.89950561523438,157.3070068359375,54582000,228.09305784098123,229.6111069324574,225.43406705975235,229.09864807128906,25324000,121.05728331048017,125.14632962305842,120.1181731597989,125.0093765258789,116307900,259.5965174526144,265.39915593300657,256.69020161997804,263.6673278808594,22157300
2021-03-02,102.7507535970496,104.23864286356981,102.34420423517186,102.73284149169922,25564000,157.17349243164062,158.17599487304688,154.3560028076172,154.72650146484375,51916000,229.1662861777647,229.44669705806473,225.72410467397455,226.1302032470703,22812500,125.61588108930245,125.91913329199494,122.28986150205843,122.39746856689453,102260900,264.5332280679473,265.45885815950373,257.4366699505065,257.7850341796875,15191700
2021-03-03,102.1093124128224,103.30558878744931,99.22559294885866,100.09195709228516,33892000,154.0590057373047,155.38900756835938,149.75,150.25,79774000,224.47687143638498,225.84987600815506,219.73902379753716,220.0290985107422,34029500,122.09422235433273,122.97464049846667,119.18884621038296,119.40406036376953,112966300,259.0690120320257,259.7657101716926,253.9033554151799,254.21189880371094,15513500
2021-03-04,100.26414000545678,103.2359320208371,99.79438576387756,101.21260833740234,49216000,150.60000610351562,152.906494140625,147.27149963378906,148.8784942626953,109632000,219.2361494443076,224.7958558426687,216.8382132793173,219.22647094726562,44727800,119.10080486208311,120.91054865889173,116.03891416723145,117.51605224609375,178155000,255.2669324786491,265.2399189753767,252.31086316271254,256.43145751953125,31626500
2021-03-05,102.56713188273565,104.80890881591917,100.90656818815047,104.35458374023438,53100000,150.25,150.4499969482422,144.0500030517578,150.0229949951172,107772000,221.92421328504895,225.5501098706512,218.96548403180725,223.9353790283203,41872800,118.34757138575598,119.28668162734432,115.01176678475495,118.77799224853516,153766600,259.4472319937252,264.20480819481656,254.41095527719872,263.040283203125,26820100
2021-03-08,103.70718858970949,105.18412104446631,99.78244807245036,99.89739990234375,36868000,150.75,153.22950744628906,147.5655059814453,147.59750366210938,83700000,223.71296558772312,225.6467769747564,219.61329488965103,219.86468505859375,35267400,118.29863063273507,118.36710717306019,113.68133401828926,113.82807159423828,154376600,264.30432126030314,264.33417931854143,253.85359082218721,254.11236572265625,18391800
2021-03-09,101.99984883286976,102.70497377307522,101.29571099468689,101.53257751464844,33920000,150.89950561523438,154.54800415039062,150.25750732421875,153.1425018310547,80600000,225.17298846393138,227.5902525456764,224.0030261566908,226.04319763183594,33080500,116.43998860707968,119.4040567156157,116.20521293027855,118.45516204833984,129525800,259.95483151383627,267.270359700702,258.5912628644361,264.4934387207031,22039700
2021-03-10,102.57956588277813,102.57956588277813,100.48607451730743,101.32506561279297,27100000,154.92250061035156,155.822998046875,151.50250244140625,152.8820037841797,60250000,229.15664011730135,229.15664011730135,224.36078157928844,224.72821044921875,29746800,119.04211444982889,119.51166581137682,116.85084988465742,117.36932373046875,111943300,267.37982495599806,267.7082635620102,261.63687257313234,263.6573486328125,14210300
2021-03-11,102.42133087333761,105.06120607468662,102.3332510030716,104.52725982666016,27702000,155.20050048828125,156.58900451660156,154.14649963378906,155.67950439453125,55528000,227.18414995839444,231.25481433839158,226.55565245589904,229.28233337402344,29907600,119.87361000523832,120.52902944875325,118.62146316885641,119.30622863769531,103026500,266.8523226223486,276.59640774204075,266.56370483735765,272.59527587890625,21834000
2021-03-12,103.32651105411522,103.3862231361038,101.13747554384854,102.01229095458984,33818000,153.75,154.94900512695312,152.27499389648438,154.47450256347656,48438000,226.26556182432373,228.01567325822828,225.5113766776943,227.94798278808594,22653700,117.78018776009442,118.53342985349681,116.56717132017769,118.39647674560547,88105100,267.8775100939008,268.4746712640375,262.78150190481927,267.1409606933594,20600200
2021-03-15,101.76248163409007,102.2605960962489,100.90707420357886,102.23323059082031,26168000,153.72850036621094,154.11199951171875,151.60450744628906,154.08399963378906,58272000,227.18416824147047,227.4065524199136,224.13840645459197,227.03912353515625,26034900,118.76819060713663,121.30183008866133,117.79972707392189,121.29204559326172,92403800,267.81774422925423,274.6654753127633,267.2404783484054,272.4658508300781,16844800
2021-03-16,102.80797719904601,105.18112981321325,102.47457211575943,103.69872283935547,31900000,155.24850463867188,156.44549560546875,153.79299926757812,154.59300231933594,50776000,228.46045695052544,232.11535898562002,228.13171258317612,229.8431396484375,28092200,122.96485323576835,124.45178328205833,122.00618152746164,122.83768463134766,115227900,274.784908565087,280.81650933951283,273.5109141988186,277.96990966796875,22437700
2021-03-17,102.93139470774005,104.45062828158466,101.7196889799892,103.6156234741211,26382000,153.66099548339844,158.65249633789062,153.51100158691406,156.7864990234375,62372000,228.33475184620352,230.65533414161612,225.5113892608555,229.19529724121094,29562100,121.35075339157471,123.12136654730853,119.67795534298575,122.04530334472656,111932600,274.4166509954649,284.8873216916441,274.1180704287921,282.677734375,21315000
2021-03-18,101.92171511759707,102.94532472087755,100.47861753034802,100.58610534667969,31700000,155.0500030517578,155.8314971923828,151.25,151.39950561523438,72992000,224.86354474964523,226.43960546411142,222.7073495770655,223.08444213867188,34833000,120.20620497298519,120.4996801450081,117.7019113683554,117.90734100341797,121229700,278.55715518377326,283.8522069279615,276.9746173470538,277.3130187988281,18728300
2021-03-19,101.00361343504876,101.36736812748497,99.66998543614636,100.86576843261719,46072000,151.4615020751953,153.864501953125,150.8314971923828,153.7480010986328,92508000,223.37454008172645,224.77655027756867,221.75980946954306,222.72671508789062,46430700,117.29105128250436,118.78775822996795,117.0758371529688,117.37908935546875,185549500,279.90083268463866,291.42649896009794,279.8809374369784,288.7491149902344,38930500
2021-03-22,100.8991044723601,101.92967690737808,100.22084392102161,101.05137634277344,33536000,153.3925018310547,156.32899475097656,153.00250244140625,155.5435028076172,58044000,222.64935259908694,229.05992657806183,222.5236501521513,228.1800537109375,30127000,117.71170963542201,121.17468273886081,117.64323308239008,120.70512390136719,111912300,289.087553801626,298.304095845231,285.4048978091573,292.1630554199219,28273100
2021-03-23,101.51217676416674,102.71442908460335,100.91752371540939,101.58084869384766,28510000,156.35000610351562,159.10000610351562,156.04249572753906,156.875,76346000,229.63041977971915,233.07260140794008,229.2243211919434,229.71743774414062,31638400,120.64642246770546,121.53661758792646,119.4823136932633,119.87361145019531,95467100,291.77489193384343,296.6021477284707,288.4505627820865,289.2667236328125,23000900
2021-03-24,102.0998561026989,102.88808737106272,100.96727052737164,101.14293670654297,25218000,157.552001953125,158.0155029296875,154.25750732421875,154.35350036621094,59180000,229.9785063681459,230.12353630883382,227.53223634315083,227.6676025390625,25620100,120.14750584805427,120.22576688443581,117.45734429535013,117.4769058227539,88530500,289.63492102465676,290.351544724643,279.8410840411246,280.8164978027344,18675000
2021-03-25,100.96976727628024,101.79531864173497,99.3296061913516,101.13945770263672,35616000,153.64950561523438,155.48899841308594,151.85699462890625,152.31300354003906,71270000,227.5128800646398,229.09860458484349,223.9063264752013,224.6508331298828,34061900,116.93889331550916,119.01276627110943,116.41064244577936,117.9660415649414,98844700,279.66197776507255,286.7087532292756,276.4471182543603,277.4324645996094,24505600
2021-03-26,101.10611608171759,101.48430522777333,99.71576014468108,100.75479888916016,27978000,152.2030029296875,152.83299255371094,149.8000030517578,152.60150146484375,66258000,223.88700144017523,228.87623802883448,223.88700144017523,228.65383911132812,25479900,117.73125278394801,118.83666942036037,116.33236845038506,118.57254028320312,94071200,276.9944924323433,283.16542060226664,276.46697985850045,281.6923522949219,17629200
2021-03-29,100.62690631609587,101.97297171763482,99.79537920743458,101.80278015136719,26492000,152.77200317382812,154.5625,151.42250061035156,153.7864990234375,54920000,228.7601781284446,228.96323478348515,224.20606129795812,227.45486450195312,25227500,119.00297900233532,119.91274312400247,118.10299937711603,118.7486343383789,80819200,284.4294811797683,291.8047255307527,283.36452348761327,289.455810546875,21718800
2021-03-30,102.16057583177923,102.64276755981645,101.32308053971381,101.83662414550781,27312000,153.50050354003906,153.64999389648438,151.6999969482422,152.76449584960938,46752000,225.80150337706124,226.11092030541295,223.45192943686178,224.17710876464844,24792000,117.49648340996671,117.78017409006814,116.27368261472802,117.29105377197266,85671900,288.4704196002147,291.09805017216587,285.3551276693987,286.6490173339844,17474500
2021-03-31,102.23124089496714,103.81666342143662,101.86299868830717,102.63530731201172,42570000,153.2030029296875,155.9665069580078,153.125,154.70399475097656,61878000,225.20198040543963,231.187128259121,224.6991853767324,227.9673309326172,43623500,119.00296802796035,120.8322731356612,118.5138477380496,119.4920883178711,118323800,288.62969487110405,295.1091672513115,287.2561633642928,293.1484069824219,19498200
2021-04-01,104.11473323039297,106.27937953528678,104.0739279531472,105.9822998046875,39880000,155.89700317382812,158.1219940185547,155.77749633789062,158.0500030517578,58806000,230.57796117690464,234.8033335898547,230.17186262783048,234.32955932617188,30338000,120.96925085519509,121.47793274502293,119.82470354215977,120.3236083984375,75089100,297.0002126143272,300.9814487897858,295.2086684851394,297.2590026855469,17616000
2021-04-05,106.8466666341186,110.91919881705677,106.75012806081834,110.42008209228516,48510000,158.64999389648438,161.79800415039062,158.06199645996094,161.3365020751953,66698000,234.72600724804468,241.6877396410895,234.66799527040416,240.8271942138672,36910600,121.17466473706477,123.41483658685715,120.3920692786332,123.16049194335938,88651200,299.47853973338397,309.3121671435883,299.26950297370115,307.4609069824219,28237000
2021-04-06,110.0199908055745,110.86993113753334,109.56566574641188,109.93738555908203,35240000,161.1875,162.36549377441406,160.8520050048828,161.1909942626953,50756000,239.4155001585095,241.14625471940562,238.70966318992367,239.6572265625,22931900,123.7474357865334,124.36372467715026,122.91593276997253,123.4637451171875,80171300,307.3912790578824,309.88951478334565,303.8181227983221,304.8233947753906,17335200
2021-04-07,110.1284834267162,111.69101279528321,110.1284834267162,111.41881561279297,24134000,161.69000244140625,165.1804962158203,161.1824951171875,163.96949768066406,66924000,239.6088857071637,242.62562660061505,239.00940892803152,241.6297149658203,22719800,123.09201613924569,125.13653540500879,122.41702773888204,125.11697387695312,83466700,304.9030011332549,312.7759001486744,304.06694509282426,311.621337890625,22855200
2021-04-08,112.66137580353075,113.04902597144466,111.61686995474146,111.9861068725586,28664000,165.5449981689453,166.22500610351562,164.60000610351562,164.96499633789062,56242000,244.40474013684394,245.72939612824092,243.66021867094952,244.8688507080078,23625200,126.14413739562202,127.55280641553438,125.72350105241503,127.5234603881836,88844600,313.37309905522767,314.39826628798687,308.59559680228705,311.5516662597656,20894100
2021-04-09,111.7377910863765,113.15750194180373,111.33073299675657,112.9932861328125,26146000,165.23500061035156,168.61000061035156,164.44500732421875,168.61000061035156,86830000,244.50142308631172,247.518178698684,244.08566074528554,247.3828125,24326800,126.97560601728563,130.14509533798932,126.65278489633177,130.10597229003906,106686700,309.9392375138211,313.26356615401016,308.87424952184057,310.9942626953125,15988600
2021-04-12,112.16971400400425,112.30755139758949,110.8609687190182,111.69697570800781,25024000,167.760498046875,169.7519989013672,167.5574951171875,168.96949768066406,65636000,246.28054259623266,249.1425897885859,246.19350987554677,247.44082641601562,27148700,129.63643928749713,129.9592604537893,127.78756528183514,128.38429260253906,91420000,309.59089115543276,310.6857372677254,306.4855315456019,310.07861328125,10881900
2021-04-13,112.01397146501857,112.6350029225419,111.61885729411927,112.18515014648438,25682000,170.04249572753906,171.60000610351562,169.781494140625,170.0,66316000,248.74610421587698,250.61222464284555,248.33031244875366,249.9353790283203,23837500,129.5581934810451,131.7298889082425,129.05928119869824,131.5048828125,91266500,310.7454655451713,312.9550531039266,307.86903785630517,308.3069763183594,14036900
2021-04-14,112.83205568913267,112.83205568913267,111.26903279031623,111.56212615966797,21002000,170.20199584960938,170.2064971923828,166.3000030517578,166.64999389648438,62904000,248.95884376923271,250.2641426143906,246.71561588229466,247.13137817382812,23070900,132.0038349897852,132.06252705797183,128.79520589688883,129.1571502685547,87222800,305.8584708942408,306.5850574639895,300.53359156772814,301.3995056152344,17421400
2021-04-15,112.5593610414897,114.25375956725094,112.02292426332264,113.71881103515625,29174000,168.5500030517578,169.85000610351562,167.60000610351562,168.95449829101562,64672000,249.39395369349947,251.3277648885937,249.20059027856033,250.91200256347656,25627500,130.90818297831848,132.06249988655176,130.73209188321647,131.57337951660156,89347100,304.9029692758996,308.68516187248946,302.6734867343622,306.37603759765625,14558300
2021-04-16,113.91737077070839,114.16618123351545,113.00572887051489,113.59441375732422,26282000,169.0,170.33999633789062,167.7794952392578,169.9720001220703,63720000,250.88301758388405,252.36238209170304,249.07490868628523,252.11097717285156,24878600,131.37773680047187,131.73968110440896,130.37992704769707,131.24078369140625,84922400,306.72439901532357,307.50073884849365,303.18107090239033,304.74371337890625,13059200
2021-04-19,112.96890689363877,114.656335032915,112.96890689363877,113.94324493408203,30290000,169.51649475097656,171.79649353027344,168.00799560546875,168.60049438476562,54508000,251.57917951472078,252.82649604592189,249.28761788114033,250.17715454101562,23209300,130.60489828233995,132.52225644299975,130.4385991700877,131.9059600830078,94264200,303.57923016247355,306.25661399956397,299.15009263658635,300.82220458984375,14553500
