Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,META,META,META,META,META,MSFT,MSFT,MSFT,MSFT,MSFT,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-03,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,41.85274730447847,44.788909937520984,37.821746169462166,38.05066680908203,573576400.0,36.041784066617005,36.42561563282166,34.391308331937,35.792293548583984,53228400,4.074999809265137,4.478125095367432,3.9523439407348633,4.46875,322352000,0.7890165114229453,0.8463821318925956,0.7650355060570845,0.8421504497528076,535796800
2000-01-04,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,41.85274730447847,44.788909937520984,37.821746169462166,38.05066680908203,573576400.0,34.87111432015168,35.965034802401895,34.468090984585814,34.5832405090332,54119000,4.268750190734863,4.574999809265137,4.087500095367432,4.096875190734863,349748000,0.8144080813269432,0.8322758604832294,0.7612741383785483,0.7711488008499146,512377600
2000-01-05,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,41.85274730447847,44.788909937520984,37.821746169462166,38.05066680908203,573576400.0,34.12263782884576,35.734730954618,33.58527345358835,34.9478759765625,64059600,3.5250000953674316,3.7562499046325684,3.4000000953674316,3.487499952316284,769148000,0.7805525883855852,0.8318058509784071,0.7749104107282833,0.7824333310127258,778321600
2000-01-06,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,41.85274730447847,44.788909937520984,37.821746169462166,38.05066680908203,573576400.0,34.44890055873177,34.96707343621687,33.27821368737654,33.77719497680664,54976600,3.565624952316284,3.6343750953674316,3.200000047683716,3.278125047683716,375040000,0.7984209395698526,0.8050035112962353,0.7147225737571716,0.7147225737571716,767972800
2000-01-07,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,41.85274730447847,44.788909937520984,37.821746169462166,38.05066680908203,573576400.0,33.354968616017054,34.4680803419831,32.95194540489141,34.218589782714844,62013600,3.3499999046325684,3.5250000953674316,3.309375047683716,3.4781250953674316,210108000,0.726007955517171,0.7598636268917186,0.7184850366156273,0.7485783696174622,460734400
2000-01-10,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,41.85274730447847,44.788909937520984,37.821746169462166,38.05066680908203,573576400.0,34.83272635326088,34.909492692331426,34.19940405592886,34.46808624267578,44963600,3.628124952316284,3.6312499046325684,3.278125047683716,3.4593749046325684,295158000,0.7673866184550411,0.7692673610376285,0.7128421203369875,0.7354125380516052,505064000
2000-01-11,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,41.85274730447847,44.788909937520984,37.821746169462166,38.05066680908203,573576400.0,34.2377837437221,35.08221338762556,33.37416251700265,33.585269927978516,46743600,3.34375,3.5,3.25,3.3375000953674316,210654000,0.7217762172324069,0.747637913977559,0.6808678310802784,0.6977952122688293,441548800
2000-01-12,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,41.85274730447847,44.788909937520984,37.821746169462166,38.05066680908203,573576400.0,33.31659020267853,33.43173970798733,32.069137228499905,32.49135208129883,66532400,3.393749952316284,3.4000000953674316,3.1500000953674316,3.1781249046325684,216090000,0.7147229322658345,0.7184852718704565,0.6507739069505162,0.6559467911720276,976068800
2000-01-13,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,41.85274730447847,44.788909937520984,37.821746169462166,38.05066680908203,573576400.0,32.04995053056358,33.35497845635898,31.167137521937274,33.10548782348633,83144000,3.246875047683716,3.359375,3.15625,3.296875,208962000,0.7108429926802966,0.7429350310914798,0.6959142836948137,0.7278883457183838,1032684800
2000-01-14,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,41.85274730447847,44.788909937520984,37.821746169462166,38.05066680908203,573576400.0,32.9135678764972,34.98625903140197,32.472161426841545,34.46808624267578,73416400,3.3375000953674316,3.4312500953674316,3.200000047683716,3.2125000953674316,137072000,0.7523398623429992,0.769267246196933,0.7476380317005068,0.755631148815155,390376000
2000-01-18,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,41.85274730447847,44.788909937520984,37.821746169462166,38.05066680908203,573576400.0,34.3337489182387,35.77311793381606,34.31455733136433,35.408477783203125,81483600,3.171875,3.2593750953674316,3.1500000953674316,3.206249952316284,107698000,0.7598636955841485,0.7974808046980364,0.7556312089265445,0.7819631099700928,459177600
2000-01-19,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,41.85274730447847,44.788909937520984,37.821746169462166,38.05066680908203,573576400.0,33.93073975037191,34.23780526847483,32.54894491890881,32.85601043701172,97568200,3.206249952316284,3.375,3.1500000953674316,3.340625047683716,164910000,0.7946587598429743,0.8181695692894504,0.77773132660131,0.8017123341560364,597643200
2000-01-20,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,41.85274730447847,44.788909937520984,37.821746169462166,38.05066680908203,573576400.0,32.87518424358008,33.68123079245945,32.51054413813465,32.548927307128906,56349800,3.346874952316284,3.3499999046325684,3.1968750953674316,3.237499952316284,119560000,0.8689526771809338,0.9140927029021233,0.8539060354232788,0.8539060354232788,1831132800
