Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Price,Open,High,Low,Close,Volume
Date,,,,,
2020-01-02,151.56686460604337,153.4282761547816,151.13731033565847,153.32327270507812,22622100
2020-01-03,151.12774851363613,152.68368996502065,150.87955063179803,151.4141082763672,21116200
2020-01-06,149.94408480527218,151.8723232086729,149.3999720884019,151.8054962158203,20813700
2020-01-07,152.082300178882,152.4163913806182,150.17315765832723,150.4213409423828,21634100
2020-01-08,151.71003067939102,153.49508916164322,150.77455475450427,152.8173370361328,27746500
2020-01-09,154.48784333835496,154.85058515825207,153.71464277750457,154.7264862060547,21385000
2020-01-10,155.4233045620937,155.80512725217918,153.85779366217815,154.01052856445312,20725900
2020-01-13,154.41148917759733,155.89107799794456,153.93420340107278,155.86244201660156,21626500
2020-01-14,155.96743377813863,156.16790019811782,154.37330115192177,154.76467895507812,23477400
2020-01-15,155.23242527929864,156.49246675314848,155.18470835290648,155.76698303222656,21417900
2020-01-16,156.8837968406073,158.68793599036624,156.5783270372863,158.62110900878906,23865400
2020-01-17,159.8143511653507,159.86208265119686,157.91474872726818,159.50889587402344,34371700
2020-01-21,159.10797310774927,160.54938541719685,158.8693302290307,158.9361572265625,29517200
2020-01-22,159.7952693085153,159.88119181662015,158.15340510126097,158.17250061035156,24138800
2020-01-23,158.64025741366353,159.22254667551476,157.7620532846694,159.14617919921875,19680800
2020-01-24,159.90028882369484,159.91938433470375,156.9793019604365,157.54249572753906,24918100
2020-01-27,153.82921208935088,155.95791730790526,152.9223719554986,154.9078826904297,32078100
2020-01-28,156.3397174739805,158.22976494589605,155.66197987278883,157.9434051513672,24899900
2020-01-29,160.21526233672495,161.0839258176197,158.16293962662346,160.4061737060547,34754500
2020-01-30,166.14315693787148,166.14315693787148,163.0312448171451,164.93084716796875,51597500
2020-01-31,164.38678161524783,164.56813798410553,161.87625364670603,162.49671936035156,36142700
2020-02-03,162.6876067441497,166.57271957325094,162.65897076563186,166.4581756591797,30107000
2020-02-04,169.09277453982233,172.43377438699721,168.300478542477,171.93739318847656,36433300
2020-02-05,175.66978656794012,175.8320619700683,170.30509956420224,171.72740173339844,39186300
2020-02-06,172.7487551455126,175.46928895342813,171.8800918380756,175.2879180908203,27751400
2020-02-07,174.54338497300552,177.19709227933504,174.19018365311317,175.5361328125,33529100
2020-02-10,175.24025317908172,180.2612944684635,174.92524280841616,180.12765502929688,35844300
2020-02-11,181.98908497943478,182.03681647655995,175.163903293165,176.0612030029297,53159900
2020-02-12,177.1493505765325,177.40708891604868,173.58880356571652,176.31887817382812,47062900
2020-02-13,174.7629342027948,177.76982829589463,174.56246779930643,175.36431884765625,35295800
2020-02-14,174.92520386350716,176.98708152211782,174.35245521424756,176.9298095703125,23149500
2020-02-18,177.17797964752916,179.1730301695943,177.07297622186246,178.72438049316406,27792200
2020-02-19,180.00703527611827,180.12189205359857,178.48512455294917,179.26043701171875,29997500
2020-02-20,178.94453357685938,179.23169007348827,173.34504761683388,176.5228729248047,36862400
2020-02-21,175.3264154675454,175.6422861817176,169.659919486155,170.94253540039062,48572600
2020-02-24,160.58587278820414,167.07554313301836,156.2402733599048,163.572265625,68311100
2020-02-25,166.74051131834014,167.35310504591126,160.47098848757176,160.87301635742188,68073300
2020-02-26,162.44282359860227,165.84079671755148,161.00705537187227,162.88311767578125,56206100
2020-02-27,156.3264531113094,159.8775783821667,151.2151070725782,151.4065399169922,93174900
2020-02-28,145.8835890194543,156.69970975635738,145.49114230137508,155.07249450683594,97012700
2020-03-02,158.23119253790156,165.5153222915378,155.35965672866865,165.39088439941406,71030800
2020-03-03,166.35761967827196,167.50623091202038,155.31177204368697,157.46542358398438,71677000
2020-03-04,161.27502536097947,163.39038185896317,158.52791288497758,163.24681091308594,49814400
2020-03-05,158.93947451749355,163.5530667606632,158.594889713015,159.15005493164062,47817300
2020-03-06,155.64684195080312,156.1254313406518,149.319889632788,154.65138244628906,72821100
2020-03-09,144.53397486706558,150.99493069721586,143.57679622556182,144.1702423095703,70419300
2020-03-10,151.38739718518477,154.1344955707755,146.04633791651764,154.02920532226562,65354400
2020-03-11,150.4014707619274,150.94705494253753,144.67753249700462,147.0513458251953,56371600
2020-03-12,139.07807085286538,146.89821923788367,132.64582868992906,133.1052703857422,93226400
