Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume
Date,,,,,
2021-01-04,130.4198058762155,130.50771259087762,123.8167640988133,126.40523529052734,143301900
2021-01-05,125.89730757907694,128.68113950331986,125.4479817429498,127.96807861328125,97664900
2021-01-06,124.75448181589701,128.00716462914988,123.44559128213457,123.66048431396484,155088000
2021-01-07,125.37961563692647,128.5736938299987,124.89122511401924,127.88017272949219,109578200
2021-01-08,129.35509913564104,129.55046725691102,127.20618394212671,128.9839324951172,105158200
2021-01-11,126.1903600931944,127.14760145406545,125.51637870995441,125.9852294921875,100384500
2021-01-12,125.51638039259869,126.67875237005914,123.91445986937111,125.80941772460938,91951100
2021-01-13,125.77030485446012,128.39784789227025,125.50658473947469,127.8508529663086,88636800
2021-01-14,127.76295505402753,127.95830826895903,125.77031351003957,125.91683959960938,90221800
2021-01-15,125.7898473803004,127.1964143087734,124.05117851163078,124.18792724609375,111598500
2021-01-19,124.8130888108596,125.72150299180522,123.99259625706779,124.86193084716797,90757300
2021-01-20,125.67265386569356,129.4137270875099,125.56520735367549,128.9644012451172,104319500
2021-01-21,130.69329163300603,136.42699093223655,130.48816107938626,133.69200134277344,120150900
2021-01-22,133.1157150150256,136.60283037919487,131.88497630652225,135.8409423828125,114459400
2021-01-25,139.74805806803522,141.72114486140973,133.36966473426315,139.60153198242188,157611700
2021-01-26,140.26576933716714,140.94951311366867,138.08753679306704,139.8359832763672,98390600
2021-01-27,140.0996903145117,140.94949991131097,137.14982245441175,138.76150512695312,140843800
2021-01-28,136.28049175107478,138.6931420569465,133.52596212723918,133.9069061279297,142621100
2021-01-29,132.67617999744974,133.56505438488097,127.18667492713263,128.8960418701172,177523800
2021-02-01,130.6444618808397,132.2366197184336,127.88993224067084,131.02540588378906,106239800
2021-02-02,132.57849082798725,133.14502563870852,131.48450079597174,131.85568237304688,83305400
2021-02-03,132.60779671715912,132.61757406703313,130.5077233148007,130.83006286621094,89880900
2021-02-04,133.13523310274124,134.209683097199,131.46493128791656,134.19992065429688,84183100
2021-02-05,134.36132233921617,134.42979140398853,132.90373879747727,133.78414916992188,75693800
2021-02-08,133.070112443767,133.97988427010992,131.98426441496724,133.93096923828125,71297200
2021-02-09,133.64720333611686,134.87979583626688,132.89396894909677,133.05047607421875,76774200
2021-02-10,133.51030972734804,134.0092221240666,131.47556692700425,132.44403076171875,73046600
2021-02-11,132.94290131800943,133.42224462079582,130.85925883741726,132.18966674804688,64280000
2021-02-12,131.42662856832374,132.58094529380088,130.78098619978562,132.42442321777344,60145100
2021-02-16,132.5418109985024,133.05048531230534,129.90054970151292,130.29185485839844,80576300
2021-02-17,128.39403252347304,129.34292675797792,126.65276607653372,127.99295043945312,97918500
2021-02-18,126.38868386598486,127.17127933958186,124.63763974131737,126.8875961303711,96856700
2021-02-19,127.4060647121988,127.86583900131197,125.9973958201727,127.04410552978516,87668800
2021-02-22,125.22459753272622,126.89739584310223,122.86704112148782,123.25833892822266,103916400
2021-02-23,121.067072044615,123.95287914625916,115.81391675875304,123.12137603759766,158273000
2021-02-24,122.22139984991924,122.82790432920568,119.5703683530087,122.62247467041016,111039900
2021-02-25,121.96704845427313,123.70831567300634,117.91713263038818,118.35733795166016,148199500
2021-02-26,119.92251431654658,122.13334021289873,118.56276044849312,118.6214599609375,164560400
2021-03-01,121.05728331048017,125.14632962305842,120.1181731597989,125.0093765258789,116307900
2021-03-02,125.61588891931011,125.91914114090521,122.28986912474551,122.39747619628906,102260900
2021-03-03,122.09423795690086,122.97465621354448,119.18886144166956,119.4040756225586,112966300
2021-03-04,119.10079712980304,120.9105408091192,116.0389066337359,117.51604461669922,178155000
2021-03-05,118.34754858051326,119.28665864113772,115.01174462231236,118.77796936035156,153766600
2021-03-08,118.29865441984433,118.36713097393849,113.68135687696733,113.82809448242188,154376600
2021-03-09,116.43997360787498,119.40404133459487,116.20519796131644,118.45514678955078,129525800
2021-03-10,119.04210671169741,119.51165804272296,116.85084228896541,117.36931610107422,111943300
2021-03-11,119.87361000523832,120.52902944875325,118.62146316885641,119.30622863769531,103026500
2021-03-12,117.78018017041316,118.5334222152771,116.56716380866244,118.39646911621094,88105100
2021-03-15,118.76822048970244,121.30186060870128,117.79975671281828,121.29207611083984,92403800
