Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Price,Open,High,Low,Close,Volume
Date,,,,,
2021-03-16,228.46044178352972,232.11534357598322,228.131697438005,229.84312438964844,28092200
2021-03-17,228.3347366447057,230.65531878562442,225.51137424732443,229.19528198242188,29562100
2021-03-18,224.86352936916705,226.43958997583198,222.70733434406924,223.0844268798828,34833000
2021-03-19,223.37454008172645,224.77655027756867,221.75980946954306,222.72671508789062,46430700
2021-03-22,222.6493674880286,229.05994189568952,222.52366503268703,228.18006896972656,30127000
2021-03-23,229.63043503272812,233.0726168895931,229.2243364179776,229.7174530029297,31638400
2021-03-24,229.9785063681459,230.12353630883382,227.53223634315083,227.6676025390625,25620100
2021-03-25,227.51289551782554,229.09862014573517,223.9063416834218,224.65084838867188,34061900
2021-03-26,223.88701638085823,228.8762533024649,223.88701638085823,228.6538543701172,25479900
2021-03-29,228.76020882115643,228.96326550344105,224.2060913796449,227.45489501953125,25227500
2021-03-30,225.801457268997,226.1108741341666,223.45188380857425,224.17706298828125,24792000
2021-03-31,225.20198040543963,231.187128259121,224.6991853767324,227.9673309326172,43623500
2021-04-01,230.5779761914017,234.80334887949442,230.17187761588366,234.32957458496094,30338000
2021-04-05,234.72600724804468,241.6877396410895,234.66799527040416,240.8271942138672,36910600
2021-04-06,239.41548491511094,241.14623936581128,238.70964799146523,239.65721130371094,22931900
2021-04-07,239.60890083833849,242.62564192229542,239.00942402134964,241.62973022460938,22719800
2021-04-08,244.40472490697556,245.72938081582777,243.66020348747534,244.86883544921875,23625200
2021-04-09,244.5014532484366,247.51820923296117,244.08569085612123,247.38284301757812,24326800
2021-04-12,246.28055778347118,249.14260515231663,246.1935250574183,247.4408416748047,27148700
2021-04-13,248.74613458824243,250.61225524306778,248.33034277035014,249.93540954589844,23837500
2021-04-14,248.95887451247958,250.26417351882526,246.71564634853144,247.13140869140625,23070900
2021-04-15,249.39396885997098,251.32778017266665,249.20060543327276,250.91201782226562,25627500
2021-04-16,250.88303276835194,252.36239736570812,249.07492376131896,252.11099243164062,24878600
2021-04-19,251.57917951472078,252.82649604592189,249.28761788114033,250.17715454101562,23209300
2021-04-20,249.2876176321232,251.58885776219208,248.34003948808945,249.7130584716797,19722900
2021-04-21,250.3705735071036,252.0529800444087,248.73650045352417,251.95628356933594,24030400
2021-04-22,251.59852122072658,253.11657023517938,247.17976989137549,248.65914916992188,25606200
2021-04-23,249.34561464334067,252.85548660520342,248.75578689805977,252.50738525390625,21462600
2021-04-26,253.00054000624235,253.75472524511878,251.55986000691124,252.8941650390625,19763300
2021-04-27,252.9231093934548,254.47984247969706,251.51143572780066,253.3002166748047,31014200
2021-04-28,247.605153301247,248.0499510872284,244.57874904739901,246.13546752929688,46903100
2021-04-29,247.00570354871914,247.6245225237297,240.75948707118079,244.1533203125,40589000
2021-04-30,241.47499142489204,244.70445234149068,241.33962524137613,243.834228515625,30945100
2021-05-03,245.0139001224866,245.9324723466982,242.80935629199922,243.52487182617188,19626600
2021-05-04,242.66432159148357,242.8963842678736,237.62673646753146,239.5895538330078,32756100
2021-05-05,240.8175144691284,241.24295530803658,237.6847496622755,238.313232421875,21901300
2021-05-06,238.29389789307547,241.5910497475523,236.59214923615656,241.46534729003906,26491100
2021-05-07,243.80524259654717,245.88409850126487,242.85767923394673,244.10499572753906,27032900
2021-05-10,242.56764043235242,243.3991799663087,238.9417438750682,238.999755859375,29299900
2021-05-11,236.45678232929174,238.4389418849442,234.54231325173242,238.0811767578125,33641600
2021-05-12,234.1555278301892,236.29239570195924,230.19122371487865,231.09043884277344,36684400
2021-05-13,233.79780118465277,237.47204579500448,233.43037229747455,234.98709106445312,29624300
2021-05-14,237.45268231578646,240.9335336718373,237.36566435149217,239.9376220703125,23901100
2021-05-17,238.3905426973003,238.4292124237957,235.46082035121256,237.0658721923828,24970200
2021-05-18,238.11984688230368,238.2552130765147,234.86136496896637,235.03541564941406,20168000
2021-05-19,231.92446802490932,235.72348812129565,231.23638816112967,235.61688232421875,25739800
2021-05-20,236.43098164099266,240.29783391960277,236.33406189770037,238.87319946289062,21800700
2021-05-21,239.92959392026864,240.66613375955532,237.18693055220828,237.60365295410156,21863100
2021-05-24,240.14275296667708,243.4087588230103,239.87139544817546,243.0404815673828,21411500
2021-05-25,243.99995218179816,244.94970356838164,243.07927376097604,243.9514923095703,17704300
2021-05-26,243.67041594504792,245.13382412382234,243.0114090525772,243.72857666015625,17771600
2021-05-27,243.418473133618,243.71890365055134,241.55772931026675,241.61587524414062,24426200
2021-05-28,243.25371117130643,244.30038230069232,241.85814966545857,241.9744415283203,18270200
2021-06-01,243.4766178526758,243.53476378625956,239.3384078419396,239.7648162841797,23213300
2021-06-02,240.4722789790177,241.57709599376332,238.25294410277462,239.6678924560547,19406700
2021-06-03,237.65207008436929,238.73750013395338,235.5005821018899,238.126953125,25307700
2021-06-04,240.11372845937467,243.88367630350658,239.87144385554132,243.0502166748047,25281100
2021-06-07,242.2651882796942,246.24834728727228,242.10043654311272,245.97698974609375,23079200
2021-06-08,247.28533321311315,248.1091066867152,244.71710783462723,244.7752685546875,22455000
2021-06-09,245.97700556822116,247.64392473575538,245.39553142309762,245.7637939453125,17937600
2021-06-10,246.44216202928786,249.51432854393602,245.84130103923167,249.30111694335938,24563600
2021-06-11,250.02796621364502,250.51253533585495,248.69055070422525,249.9310760498047,18999700
2021-06-14,249.9407338751007,251.92748491473486,248.87467594843733,251.8693389892578,19150500
2021-06-15,251.75307010631195,251.96628173614434,249.72757441078255,250.38658142089844,18038900
2021-06-16,251.3944773965789,252.5380535301165,246.5681726439987,249.43682861328125,27220000
2021-06-17,248.1672800536531,253.671979131076,248.10913411504177,252.84820556640625,27565500
2021-06-18,251.61736242477812,254.2049449265617,250.76451605351934,251.42352294921875,37202200
2021-06-21,251.8015192852255,255.38731323668682,249.96016243709636,254.52479553222656,26696100
2021-06-22,254.6120138466005,257.58727550810795,254.3018824942618,257.31591796875,24694100
2021-06-23,257.78106316534377,258.59513571313266,256.26920992291423,257.0832824707031,19518700
2021-06-24,257.94586104279284,259.58370718389216,257.2771532301189,258.4595031738281,21446900
2021-06-25,258.01374328624,259.00225386982646,256.5891085646179,256.841064453125,25611100
2021-06-28,257.97499107017336,260.6013482399093,257.70363346122383,260.4269104003906,19590000
2021-06-29,260.57222058858645,263.26642398915266,259.7097028458924,263.0241394042969,19937800
2021-06-30,262.336040026262,262.9853461031413,261.27968286365405,262.53955078125,21656500
2021-07-01,261.2892907118821,263.45047917134355,261.27961944306537,263.2178955078125,16725300
2021-07-02,264.4003129092707,269.42044210645486,264.0901815611833,269.08123779296875,26458000
2021-07-06,269.44948826138983,270.7481298795678,265.83459218582897,269.0909118652344,31565600
2021-07-07,270.7772818675907,272.0274787717085,268.5967203160117,271.2909240722656,23260000
2021-07-08,268.35439706096736,270.12793676331876,266.3870474385027,268.8583679199219,24618600
2021-07-09,267.21081645275507,269.46889570541214,266.82316704327263,269.3623046875,23916700
2021-07-12,270.5446550388417,271.1358152134811,268.04426162857743,268.7614440917969,18931700
2021-07-13,268.9552923785375,274.1208168867951,268.8293292234957,272.30853271484375,26120100
2021-07-14,273.6361940946692,274.90576285138275,271.8917274782308,273.791259765625,23113700
2021-07-15,273.2969989220083,273.7912689162148,271.19395581058893,272.35693359375,22604200
2021-07-16,273.3648715740466,275.33222131414186,270.8354050077777,272.0856018066406,26186800
2021-07-19,270.32172742963587,271.71728888837185,265.9800069586817,268.46099853515625,32935600
2021-07-20,269.44951038932874,272.298779251892,267.7341463091132,270.69970703125,26259700
2021-07-21,270.2926996026849,272.831837532653,268.7324009418103,272.7155456542969,24364300
2021-07-22,275.0802291583625,277.5806226950854,274.6732076086904,277.30926513671875,23384100
2021-07-23,278.5013407835896,281.0404790561348,277.65819497599375,280.7303771972656,22768100
2021-07-26,280.08097996218163,280.749687782131,277.79382767857606,280.1294250488281,23176100
2021-07-27,280.4976937484065,280.64305857964337,274.217696432941,277.6968994140625,33604100
2021-07-28,280.07128236801464,281.1954864033692,275.0705249317499,277.38677978515625,33566900
2021-07-29,277.40612616035014,279.71267995195393,277.2510604896139,277.6581115722656,18168300
2021-07-30,276.36914236850606,277.8131487640664,275.1480188214822,276.1171569824219,20944800
2021-08-02,277.522481263286,277.9198315896451,274.9833431748171,276.030029296875,16267400
2021-08-03,276.6115155470413,278.365653814384,275.23532590418637,278.259033203125,17879000
2021-08-04,277.38672729493874,278.71444185138466,275.86517327482574,277.66778564453125,16191300
2021-08-05,278.02639026152593,280.69152049091053,277.27046359767604,280.58489990234375,13900200
2021-08-06,279.60613069428643,280.5655682510062,278.7435833174623,280.52679443359375,16589300
2021-08-09,280.80783006175807,282.5522672188977,278.92769934256637,279.431640625,16117600
2021-08-10,279.8871277657764,280.323251828828,276.39825356437836,277.5999755859375,18616600
2021-08-11,278.3461941198243,279.751456440991,277.0378515407644,278.09423828125,13955900
2021-08-12,277.7840839354555,281.02100193867733,277.50302557934407,280.8659362792969,14561300
2021-08-13,280.54617288448674,283.86060939257436,280.37170550846537,283.8121643066406,18249000
2021-08-16,284.14162927406903,285.7213292613481,281.0694481878223,285.50811767578125,22507600
2021-08-17,283.36629508450045,284.37417738489984,282.0966970004214,284.03497314453125,20075300
2021-08-18,283.5689657375722,286.26832663173434,281.85028818269654,282.2969665527344,21813000
2021-08-19,280.3160689994204,288.8413893181652,280.2675311854869,288.16168212890625,29850500
2021-08-20,291.02622103620047,296.9686974957663,289.4143680042962,295.5316162109375,40817600
2021-08-23,294.45381675588874,296.54144712298415,293.09443160748054,295.8132019042969,22830200
2021-08-24,296.17248095115406,296.7842117093817,293.2400907116923,293.84210205078125,18175800
2021-08-25,295.4733711327904,295.75496760292793,291.70594046702064,293.24981689453125,20006100
2021-08-26,292.2593717706494,293.657605009389,290.27856604274746,290.41448974609375,17666100
2021-08-27,290.3174394621437,292.1429126270701,288.2200892066355,291.0262756347656,22605700
2021-08-30,292.3855499647393,295.39563565870895,292.3272927269257,294.7839050292969,16348100
2021-08-31,295.5898670496247,295.6675334947297,292.7545528691658,293.12353515625,26285300
2021-09-01,294.08485394098176,296.3375664119576,292.74487790855,293.07501220703125,18983800
2021-09-02,293.43423375805304,294.56056008861674,291.47280801554655,292.4146728515625,16285600
2021-09-03,292.25929554504694,293.8226103362298,291.55048932397494,292.40496826171875,14747900
2021-09-07,292.2788418072864,292.3565082700069,289.5503517064205,291.472900390625,17180400
2021-09-08,291.0844939755121,291.8904057187177,288.84150087001484,291.50201416015625,15046800
2021-09-09,292.0943540530522,293.3760729458299,288.38515072654934,288.6278991699219,19927000
2021-09-10,289.76392129871317,291.2204116894065,286.81209247651026,287.13250732421875,19633400
2021-09-13,288.91912023075906,289.88042399953457,285.54977141202284,288.3753662109375,23652900
2021-09-14,290.87080755811314,292.647742239333,289.4531653594633,291.0941467285156,21853400
2021-09-15,294.4635238634247,296.4637682765353,293.0652907314132,295.978271484375,28356300
2021-09-16,294.9489959662169,296.45402404298306,292.0360154570927,296.36663818359375,19550800
2021-09-17,295.3471966291584,295.66761154430935,290.8417711820841,291.1719055175781,41372500
2021-09-20,287.7345129883881,290.05520185574835,281.1220491144486,285.7633972167969,38278700
2021-09-21,287.1131305042579,288.90947478186877,285.5401254460653,286.2489318847656,22364100
2021-09-22,288.12296639713196,291.5117248704752,285.9673592342835,289.9192810058594,26626300
2021-09-23,290.18142198347186,292.1719468643928,288.8997034137967,290.8708190917969,18604600
2021-09-24,289.5793926915509,291.1038299160382,288.31708340345807,290.6669006347656,14999000
2021-09-27,287.5501270971836,287.87054202290034,284.44293498761084,285.63726806640625,23571700
2021-09-28,281.3939822590245,282.3455668198129,274.54848804403434,275.296142578125,43186200
2021-09-29,276.8302753773472,278.4518180606054,274.8009023525503,275.7621765136719,26353700
2021-09-30,277.42259845518674,279.4811003337077,273.45123782495057,273.7425537109375,32343600
2021-10-01,273.9367475024316,281.56877366071757,273.1308357414354,280.71429443359375,30086300
2021-10-04,279.0635814947327,279.4034352138225,272.12098251493916,274.89801025390625,31350700
2021-10-05,275.81072351011215,281.9765388699804,275.81072351011215,280.3841247558594,24993000
2021-10-06,277.4905403494736,285.11284577573076,277.22838275407764,284.60791015625,28002600
2021-10-07,286.61796132321035,288.0356336982804,285.3945292060431,286.29754638671875,20430500
2021-10-08,287.6278032376373,288.0356336982804,285.23916663210196,286.29754638671875,17685700
2021-10-11,284.4235265725328,289.3270335757468,284.2584445826919,285.6955261230469,19298600
2021-10-12,286.77331056676746,286.87041587501443,283.8700485341742,284.3846740722656,17974100
2021-10-13,286.355794007615,288.6570446439073,284.97696973054417,287.7151794433594,23416300
2021-10-14,290.53096683103433,294.4731982060417,289.19099101376537,293.9682922363281,27262900
2021-10-15,293.5702328432472,295.61904496704665,291.8030171906076,295.385986328125,25384800
2021-10-18,294.76455037450006,299.2699455159141,293.9100712186177,298.37664794921875,22729300
2021-10-19,299.40588216647706,300.32830830606736,298.30865465847006,299.28936767578125,17682100
2021-10-20,300.2408487057344,300.7166556023922,297.23076336168526,298.4930725097656,16537100
2021-10-21,298.2601686448937,301.99847094441355,297.47363643131564,301.74603271484375,16918100
2021-10-22,301.39643602561927,302.06642404358996,298.87184650031855,300.1924133300781,17449300
2021-10-25,300.38656389761695,300.425411938426,297.5706884026041,299.1922607421875,17554500
2021-10-26,301.9789750399638,303.33835999791415,299.648596593139,301.1147766113281,28107300
2021-10-27,306.83392354882864,316.6409631077173,306.83392354882864,313.79595947265625,52588700
2021-10-28,314.922486203162,315.4468312855735,312.0386326984789,314.9419250488281,26297900
2021-10-29,314.72812277782083,322.36983675736604,314.50478360879976,322.0008544921875,34766000
2021-11-01,321.74849132404734,321.87472525922004,316.90324174471607,319.81622314453125,27073200
2021-11-02,320.72892325182636,323.7778576608119,320.42791757863046,323.4671325683594,26487100
2021-11-03,324.2147843538042,325.1857780353863,321.05905488866216,324.3118896484375,21500100
2021-11-04,323.2341060543829,326.77822712235803,319.95214261697197,326.6811218261719,23992200
2021-11-05,328.69108015844176,328.96295720359575,324.71971956241055,326.3121337890625,22570100
2021-11-08,327.51615459432156,327.85600830691146,324.73912690846595,327.21514892578125,20897000
2021-11-09,327.331648801366,328.89496395648536,324.8264982710298,326.205322265625,21307400
2021-11-10,324.8653463513802,324.92360359867104,320.3502318920936,321.2046813964844,25500900
2021-11-11,321.6415579185878,324.0884505745732,320.9230322979722,322.7873229980469,16849800
2021-11-12,324.234232397023,327.44821920371356,324.10799847365354,326.9530029296875,23831000
2021-11-15,327.7492308602587,328.0793651715048,324.34103339663125,326.3218688964844,16723000
2021-11-16,325.94315641160364,330.78843509945784,325.77810407759137,329.6620788574219,20886800
2021-11-17,329.7106812218678,332.87218386614865,328.7962750052104,329.8857727050781,19053400
2021-11-18,328.9714081488524,333.12515576385437,327.94027414614027,331.9772644042969,22463500
2021-11-19,333.30994693317655,335.7029529636877,332.8819257327162,333.7671203613281,21963400
2021-11-22,335.23596167982186,340.1484675379373,330.3040111106732,330.5763854980469,31031100
2021-11-23,327.87213546649167,330.20680734992084,324.4771774711079,328.4849853515625,30427600
2021-11-24,327.12315062960613,328.9519632937465,324.81769008325955,328.7087707519531,21661300
2021-11-26,325.24566897540836,328.7281726582677,319.18530093597997,320.70281982421875,24217200
2021-11-29,325.8196087405112,329.7982347536724,325.6250428524022,327.4635925292969,28563500
2021-11-30,326.1892561785547,328.58226215914226,320.0316052151952,321.5880432128906,42885600
2021-12-01,326.00442541649005,330.04141511002234,320.4207349352154,321.0919189453125,33337600
2021-12-02,321.3059161713447,324.40905481774183,318.8739911937033,320.5179748535156,30766000
2021-12-03,322.9499339831109,323.64062212414194,309.3700717841347,314.2144775390625,41779300
2021-12-06,315.12886594094084,318.5335610767089,310.53739017038447,317.307861328125,30032600
2021-12-07,322.6094861976196,326.65618363904804,321.1114119500236,325.8001708984375,31021900
2021-12-08,326.17946255846596,326.3642912085925,321.7922609474316,325.8487243652344,24761000
2021-12-09,325.30401993120887,327.3273684732717,323.0763683143852,324.0296936035156,22214200
2021-12-10,325.8585374509906,333.6601429338765,325.67370875782035,333.2126770019531,38095700
2021-12-13,331.40328654019635,334.42861676910195,329.84684855560926,330.15814208984375,28899400
2021-12-14,324.14644522036787,325.5277917874379,315.2844944098965,319.3993225097656,44438700
2021-12-15,319.6619664219999,326.0628102666552,315.6638955841935,325.5375061035156,35381100
2021-12-16,326.56862022175784,327.5900465707224,314.22416609950005,316.052978515625,35034800
2021-12-17,312.1424686589051,316.07246810239036,308.6113085114264,314.9829406738281,47750300
2021-12-20,311.3350554322163,314.0101731797365,308.9226046084139,311.1988830566406,28326500
2021-12-21,314.48678905516573,318.80588978295987,311.0918019197525,318.37786865234375,24740600
2021-12-22,319.3603867790755,324.52579322794156,316.879835094261,324.1269836425781,24831500
2021-12-23,323.6892397112023,327.2301370037353,323.66979499703837,325.576416015625,19617800
2021-12-27,326.3254390997636,333.15430398492487,326.29625718515126,333.1251220703125,19947000
2021-12-28,333.8060821160674,334.44811399877074,331.05315556228163,331.95782470703125,15661500
2021-12-29,332.0064695428854,334.92478024974906,330.43058651103365,332.6387939453125,15042000
2021-12-30,332.59982374413966,333.7866044367997,329.5939677400898,330.0803527832031,15994500
2021-12-31,329.29235580887786,330.1191864933447,326.70478425386625,327.1619873046875,18000800
