Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume
Date,,,,,
2022-01-03,174.77180525837534,179.73496187327837,174.653873733677,178.87991333007812,104487900
2022-01-04,179.4892539814939,179.79392040563258,176.0396070589959,176.60963439941406,99310400
2022-01-05,176.5211971316123,177.07156425536837,171.6366664137079,171.91184997558594,94537600
2022-01-06,169.73002738877994,172.285320469028,168.68825890104756,169.0420684814453,96904000
2022-01-07,169.9167714204335,171.1452748909949,168.0887576563829,169.2091522216797,86709100
2022-01-10,166.17228843262194,169.53347199078678,165.27793434356843,169.2288055419922,106765600
2022-01-11,169.356606904226,172.16740886772115,167.88240251959888,172.0691375732422,76138300
2022-01-12,173.09118720876316,174.13295555388092,171.81355583992206,172.51133728027344,74805200
2022-01-13,172.7570637657418,173.5826144650006,168.835675449693,169.2288055419922,84505800
2022-01-14,168.39341420548664,170.79145523828697,168.14771352583708,170.0936737060547,80440800
2022-01-18,168.56048225619764,169.57276781693594,166.4966056259258,166.87989807128906,90956700
2022-01-19,167.07644696659617,168.13787560571404,163.08627069140266,163.37127685546875,94815000
2022-01-20,164.10838623013277,166.76195044943782,161.3565357449214,161.6808624267578,91420500
2022-01-21,161.59243259966877,163.4695895238368,159.50889548799853,159.61700439453125,122848900
2022-01-24,157.26810076459748,159.50888984216238,152.03958291935942,158.840576171875,162294600
2022-01-25,156.24596615896806,159.9609590965899,154.31968130054574,157.03221130371094,115798400
2022-01-26,160.6882161425736,161.56290980795944,155.10590488401596,156.94374084472656,108275300
2022-01-27,159.65627489219415,161.02236986801861,155.55798996472078,156.48182678222656,121954600
2022-01-28,162.8602584781643,167.4204628672782,160.0002987329338,167.4008026123047,179935700
2022-01-31,167.2337176205423,171.99047927683918,166.5948868425434,171.77426147460938,115541600
2022-02-01,171.0175053301255,171.83323343223077,169.3467436133565,171.60719299316406,86213900
2022-02-02,171.7447582622127,172.8553300243515,170.34918033798783,172.81600952148438,84914300
2022-02-03,171.47940471663034,173.20914700397037,169.1599898283705,169.92657470703125,89418100
2022-02-04,168.9425345214472,171.32396054369477,167.9584796418521,169.64122009277344,82465400
2022-02-07,170.10376042269814,171.17637684794104,168.22421163061932,168.9228973388672,77251200
2022-02-08,168.99173655614575,172.55402535255456,168.6965170956554,172.0423126220703,74829200
2022-02-09,173.24283360976247,173.8332574227617,172.1111616910851,173.4691619873047,71285000
2022-02-10,171.36331383328056,172.68194375053233,168.8146153330359,169.37551879882812,90865900
2022-02-11,169.58218430454045,170.32022548644153,165.360580335394,165.95101928710938,98670700
2022-02-14,164.70124720629926,166.87601492289843,163.90416522012222,166.1871795654297,86185500
2022-02-15,168.24384864689935,170.19227292675632,167.5353279968633,170.03482055664062,62527400
2022-02-16,169.10980971830162,170.57604164188683,167.3385082183659,169.79864501953125,61177400
2022-02-17,168.30289138097328,169.1688644106395,165.78371349338204,166.1871795654297,69589300
2022-02-18,167.1121922796674,167.82069791691148,163.54006857345092,164.6323699951172,82772700
2022-02-22,162.3493702057695,164.03211066057264,159.56449308823295,161.6999053955078,91162800
2022-02-23,162.90042020266935,163.50069421366558,157.20274968475783,157.5176544189453,90009200
2022-02-24,150.14709468760051,160.25334246210673,149.5763410580208,160.1450958251953,141147500
2022-02-25,161.22753061493847,162.48711952478297,158.30488673407692,162.221435546875,91974200
2022-02-28,160.46001632909056,162.7823868806883,159.84005683383072,162.48716735839844,95056600
2022-03-01,162.07383007117033,163.94354328714707,159.3873645469528,160.59774780273438,83474400
2022-03-02,161.7687775639212,164.69142169446647,160.35173616541616,163.9041748046875,79724800
2022-03-03,165.78372557589515,166.21671212228483,162.91028714997404,163.57943725585938,76678400
2022-03-04,161.86715084211824,162.91024634323853,159.51526088651318,160.5681915283203,83737200
2022-03-07,160.7551779306378,162.38871235198252,156.50405437853348,156.75991821289062,96418800
2022-03-08,156.28758103481016,160.28284087725882,153.31573151528343,154.92958068847656,131148300
2022-03-09,158.9051685561548,160.80440217190915,156.8681828813347,160.3517303466797,91454900
2022-03-10,157.64559087729302,157.83256370946663,153.49287802702014,155.9923858642578,105342000
2022-03-11,156.39581380133617,156.7402389691296,152.03645847766137,152.26278686523438,96970100
2022-03-14,149.03509000440232,151.66251440478936,147.70662509120922,148.21832275390625,108732100
