Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"ZAL","ZALANDO","Zyklische Konsumgüter ","Aktien","5.721.498,58","0,06","5.721.498,58","207.451,00","27,58","Deutschland","Xetra","EUR"
"HEN","HENKEL AG","Nichtzyklische Konsumgüter","Aktien","5.711.062,50","0,06","5.711.062,50","91.377,00","62,50","Deutschland","Xetra","EUR"
"MNDI","MONDI PLC","Materialien","Aktien","5.655.711,54","0,06","5.655.711,54","418.608,00","13,51","Vereinigtes Königreich","London Stock Exchange","GBP"
"SBRY","SAINSBURY(J) PLC","Nichtzyklische Konsumgüter","Aktien","5.648.604,46","0,06","5.648.604,46","1.690.134,00","3,34","Vereinigtes Königreich","London Stock Exchange","GBP"
"DIM","SARTORIUS STEDIM BIOTECH SA","Gesundheitsversorgung","Aktien","5.626.893,00","0,06","5.626.893,00","29.170,00","192,90","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BTRW","BARRATT REDROW PLC","Zyklische Konsumgüter ","Aktien","5.569.099,77","0,05","5.569.099,77","1.275.485,00","4,37","Vereinigtes Königreich","London Stock Exchange","GBP"
"KESKOB","KESKO CLASS B","Nichtzyklische Konsumgüter","Aktien","5.566.777,26","0,05","5.566.777,26","272.081,00","20,46","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"JMT","JERONIMO MARTINS SA","Nichtzyklische Konsumgüter","Aktien","5.468.715,12","0,05","5.468.715,12","245.454,00","22,28","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"RED","REDEIA CORPORACION SA","Versorger","Aktien","5.428.663,76","0,05","5.428.663,76","306.358,00","17,72","Spanien","Bolsa De Madrid","EUR"
"RXL","REXEL SA","Industrie","Aktien","5.412.599,72","0,05","5.412.599,72","204.172,00","26,51","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"AM","DASSAULT AVIATION SA","Industrie","Aktien","5.375.916,60","0,05","5.375.916,60","18.273,00","294,20","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Gesundheitsversorgung","Aktien","5.246.835,75","0,05","5.246.835,75","100.035,00","52,45","Italien","Borsa Italiana","EUR"
"PHNX","PHOENIX GROUP HOLDINGS PLC","Financials","Aktien","5.181.600,51","0,05","5.181.600,51","695.813,00","7,45","Vereinigtes Königreich","London Stock Exchange","GBP"
"IAG","INTERNATIONAL AIRLINES GROUP SA","Industrie","Aktien","5.179.926,81","0,05","5.179.926,81","1.166.913,00","4,44","Spanien","Bolsa De Madrid","EUR"
"NIBE B","NIBE INDUSTRIER CLASS B","Industrie","Aktien","5.173.390,22","0,05","5.173.390,22","1.358.223,00","3,81","Schweden","Nasdaq Omx Nordic","SEK"
"GBP","GBP CASH","Cash und/oder Derivate","Geldmarkt","5.136.535,01","0,05","5.136.535,01","4.438.614,00","115,72","Vereinigtes Königreich","-","GBP"
"LEG","LEG IMMOBILIEN N","Immobilien","Aktien","5.091.087,75","0,05","5.091.087,75","71.655,00","71,05","Deutschland","Xetra","EUR"
"SRT3","SARTORIUS PREF AG","Gesundheitsversorgung","Aktien","5.029.687,00","0,05","5.029.687,00","23.894,00","210,50","Deutschland","Xetra","EUR"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Zyklische Konsumgüter ","Aktien","4.990.395,60","0,05","4.990.395,60","145.918,00","34,20","Deutschland","Xetra","EUR"
"BEIJ B","BEIJER REF CLASS B","Industrie","Aktien","4.973.588,66","0,05","4.973.588,66","356.419,00","13,95","Schweden","Nasdaq Omx Nordic","SEK"
"SIGN","SIG GROUP N AG","Materialien","Aktien","4.940.230,06","0,05","4.940.230,06","308.261,00","16,03","Schweiz","SIX Swiss Exchange","CHF"
"DCC","DCC PLC","Industrie","Aktien","4.856.606,29","0,05","4.856.606,29","89.216,00","54,44","Vereinigtes Königreich","London Stock Exchange","GBP"
"NESTE","NESTE","Energie","Aktien","4.799.100,00","0,05","4.799.100,00","383.928,00","12,50","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"WPP","WPP PLC","Kommunikation","Aktien","4.790.022,07","0,05","4.790.022,07","1.000.286,00","4,79","Vereinigtes Königreich","London Stock Exchange","GBP"
"MAERSK A","A P MOLLER MAERSK","Industrie","Aktien","4.780.977,58","0,05","4.780.977,58","2.792,00","1.712,38","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"STERV","STORA ENSO CLASS R","Materialien","Aktien","4.761.349,92","0,05","4.761.349,92","526.698,00","9,04","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"EMSN","EMS-CHEMIE HOLDING AG","Materialien","Aktien","4.756.781,88","0,05","4.756.781,88","6.977,00","681,78","Schweiz","SIX Swiss Exchange","CHF"
"SPX","SPIRAX GROUP PLC","Industrie","Aktien","4.746.746,02","0,05","4.746.746,02","66.750,00","71,11","Vereinigtes Königreich","London Stock Exchange","GBP"
"BIM","BIOMERIEUX SA","Gesundheitsversorgung","Aktien","4.708.694,90","0,05","4.708.694,90","39.803,00","118,30","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"YAR","YARA INTERNATIONAL","Materialien","Aktien","4.684.585,82","0,05","4.684.585,82","145.281,00","32,25","Norwegen","Oslo Bors Asa","NOK"
"SOBI","SWEDISH ORPHAN BIOVITRUM","Gesundheitsversorgung","Aktien","4.655.457,80","0,05","4.655.457,80","192.118,00","24,23","Schweden","Nasdaq Omx Nordic","SEK"
"UHR","THE SWATCH GROUP AG","Zyklische Konsumgüter ","Aktien","4.649.438,77","0,05","4.649.438,77","30.892,00","150,51","Schweiz","SIX Swiss Exchange","CHF"
"ELI","ELIA GROUP SA","Versorger","Aktien","4.581.661,50","0,05","4.581.661,50","46.070,00","99,45","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"INDU C","INDUSTRIVARDEN SERIES","Financials","Aktien","4.548.360,05","0,04","4.548.360,05","141.704,00","32,10","Schweden","Nasdaq Omx Nordic","SEK"
"LAND","LAND SECURITIES GROUP REIT PLC","Immobilien","Aktien","4.534.038,21","0,04","4.534.038,21","685.561,00","6,61","Vereinigtes Königreich","London Stock Exchange","GBP"
"EVK","EVONIK INDUSTRIES AG","Materialien","Aktien","4.504.210,06","0,04","4.504.210,06","256.358,00","17,57","Deutschland","Xetra","EUR"
"GJF","GJENSIDIGE FORSIKRING","Financials","Aktien","4.453.163,52","0,04","4.453.163,52","187.032,00","23,81","Norwegen","Oslo Bors Asa","NOK"
"TEP","TELEPERFORMANCE","Industrie","Aktien","4.448.098,80","0,04","4.448.098,80","51.435,00","86,48","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"RAND","RANDSTAD HOLDING","Industrie","Aktien","4.416.764,44","0,04","4.416.764,44","105.061,00","42,04","Niederlande","Euronext Amsterdam","EUR"
"SYENS","SYENSQO NV","Materialien","Aktien","4.402.801,40","0,04","4.402.801,40","64.690,00","68,06","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"P911","DR ING HC F PORSCHE PRF AG","Zyklische Konsumgüter ","Aktien","4.351.365,66","0,04","4.351.365,66","103.678,00","41,97","Deutschland","Xetra","EUR"
"VER","VERBUND AG","Versorger","Aktien","4.348.337,55","0,04","4.348.337,55","66.949,00","64,95","Österreich","Wiener Boerse Ag","EUR"
"AMUN","AMUNDI SA","Financials","Aktien","4.304.212,50","0,04","4.304.212,50","60.410,00","71,25","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"GET","GETLINK","Industrie","Aktien","4.279.793,40","0,04","4.279.793,40","270.873,00","15,80","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BALD B","FASTIGHETS BALDER CLASS B","Immobilien","Aktien","4.231.225,11","0,04","4.231.225,11","695.502,00","6,08","Schweden","Nasdaq Omx Nordic","SEK"
"BMW3","BMW PREF AG","Zyklische Konsumgüter ","Aktien","4.195.850,75","0,04","4.195.850,75","54.245,00","77,35","Deutschland","Xetra","EUR"
"ANA","ACCIONA SA","Versorger","Aktien","4.139.518,40","0,04","4.139.518,40","26.002,00","159,20","Spanien","Bolsa De Madrid","EUR"
"CRDA","CRODA INTERNATIONAL PLC","Materialien","Aktien","4.118.403,44","0,04","4.118.403,44","123.699,00","33,29","Vereinigtes Königreich","London Stock Exchange","GBP"
"SW","SODEXO SA","Zyklische Konsumgüter ","Aktien","4.102.912,80","0,04","4.102.912,80","80.766,00","50,80","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"AVOL","AVOLTA AG","Zyklische Konsumgüter ","Aktien","4.097.369,02","0,04","4.097.369,02","87.666,00","46,74","Schweiz","SIX Swiss Exchange","CHF"
"IPN","IPSEN SA","Gesundheitsversorgung","Aktien","3.972.556,50","0,04","3.972.556,50","37.301,00","106,50","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"DHER","DELIVERY HERO","Zyklische Konsumgüter ","Aktien","3.895.912,78","0,04","3.895.912,78","178.466,00","21,83","Deutschland","Xetra","EUR"
"JDEP","JDE PEETS NV","Nichtzyklische Konsumgüter","Aktien","3.842.986,32","0,04","3.842.986,32","159.858,00","24,04","Niederlande","Euronext Amsterdam","EUR"
"GFC","GECINA SA","Immobilien","Aktien","3.787.197,15","0,04","3.787.197,15","43.307,00","87,45","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LHA","DEUTSCHE LUFTHANSA AG","Industrie","Aktien","3.781.045,24","0,04","3.781.045,24","504.543,00","7,49","Deutschland","Xetra","EUR"
"ROCK B","ROCKWOOL CLASS B","Industrie","Aktien","3.760.670,27","0,04","3.760.670,27","97.151,00","38,71","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"INW","INFRASTRUTTURE WIRELESS ITALIANE","Kommunikation","Aktien","3.681.526,29","0,04","3.681.526,29","355.017,00","10,37","Italien","Borsa Italiana","EUR"
"DIE","DIETEREN (D) SA","Zyklische Konsumgüter ","Aktien","3.679.695,00","0,04","3.679.695,00","21.075,00","174,60","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"SAGA B","SAGAX CLASS B","Immobilien","Aktien","3.658.665,00","0,04","3.658.665,00","197.517,00","18,52","Schweden","Nasdaq Omx Nordic","SEK"
"INDU A","INDUSTRIVARDEN A","Financials","Aktien","3.596.385,38","0,04","3.596.385,38","111.922,00","32,13","Schweden","Nasdaq Omx Nordic","SEK"
"RAA","RATIONAL AG","Industrie","Aktien","3.587.868,00","0,04","3.587.868,00","5.004,00","717,00","Deutschland","Xetra","EUR"
"LATO B","LATOUR INVESTMENT CLASS B","Industrie","Aktien","3.571.033,25","0,04","3.571.033,25","158.587,00","22,52","Schweden","Nasdaq Omx Nordic","SEK"
"TIT","TELECOM ITALIA","Kommunikation","Aktien","3.571.693,88","0,04","3.571.693,88","8.808.123,00","0,41","Italien","Borsa Italiana","EUR"
"SOF","SOFINA SA","Financials","Aktien","3.558.144,80","0,04","3.558.144,80","12.967,00","274,40","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"AKE","ARKEMA SA","Materialien","Aktien","3.557.245,00","0,04","3.557.245,00","56.825,00","62,60","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BOL","BOLLORE","Kommunikation","Aktien","3.540.489,42","0,03","3.540.489,42","663.013,00","5,34","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SDR","SCHRODERS PLC","Financials","Aktien","3.526.264,56","0,03","3.526.264,56","777.331,00","4,54","Vereinigtes Königreich","London Stock Exchange","GBP"
"GRF","GRIFOLS SA CLASS A","Gesundheitsversorgung","Aktien","3.508.542,40","0,03","3.508.542,40","286.880,00","12,23","Spanien","Bolsa De Madrid","EUR"
"BKW","BKW N AG","Versorger","Aktien","3.503.669,92","0,03","3.503.669,92","18.178,00","192,74","Schweiz","SIX Swiss Exchange","CHF"
"CVC","CVC CAPITAL PARTNERS PLC","Financials","Aktien","3.472.266,85","0,03","3.472.266,85","196.729,00","17,65","Niederlande","Euronext Amsterdam","EUR"
"CPR","DAVIDE CAMPARI MILANO NV","Nichtzyklische Konsumgüter","Aktien","3.457.150,34","0,03","3.457.150,34","555.098,00","6,23","Italien","Borsa Italiana","EUR"
"TEMN","TEMENOS AG","IT","Aktien","3.386.936,04","0,03","3.386.936,04","53.551,00","63,25","Schweiz","SIX Swiss Exchange","CHF"
"CHF","CHF CASH","Cash und/oder Derivate","Geldmarkt","3.382.285,68","0,03","3.382.285,68","3.155.171,00","107,20","Schweiz","-","CHF"
"ADP","AEROPORTS DE PARIS SA","Industrie","Aktien","3.378.436,80","0,03","3.378.436,80","31.224,00","108,20","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financials","Aktien","3.340.183,79","0,03","3.340.183,79","78.026,00","42,81","Schweden","Nasdaq Omx Nordic","SEK"
"HIK","HIKMA PHARMACEUTICALS PLC","Gesundheitsversorgung","Aktien","3.320.220,32","0,03","3.320.220,32","143.814,00","23,09","Vereinigtes Königreich","London Stock Exchange","GBP"
"FDJU","FDJ UNITED","Zyklische Konsumgüter ","Aktien","3.313.689,40","0,03","3.313.689,40","110.530,00","29,98","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BARN","BARRY CALLEBAUT AG","Nichtzyklische Konsumgüter","Aktien","3.271.782,15","0,03","3.271.782,15","3.171,00","1.031,78","Schweiz","SIX Swiss Exchange","CHF"
"DKK","DKK CASH","Cash und/oder Derivate","Geldmarkt","3.158.770,25","0,03","3.158.770,25","23.574.777,00","13,40","Dänemark","-","DKK"
"BMED","BANCA MEDIOLANUM","Financials","Aktien","3.105.027,39","0,03","3.105.027,39","209.941,00","14,79","Italien","Borsa Italiana","EUR"
"INPST","INPOST SA","Industrie","Aktien","3.002.410,50","0,03","3.002.410,50","232.745,00","12,90","Niederlande","Euronext Amsterdam","EUR"
"DEMANT","DEMANT","Gesundheitsversorgung","Aktien","2.914.494,96","0,03","2.914.494,96","81.406,00","35,80","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"EDPR","EDP RENOVAVEIS SA","Versorger","Aktien","2.856.288,96","0,03","2.856.288,96","283.362,00","10,08","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"BCVN","BC VAUD N","Financials","Aktien","2.668.547,19","0,03","2.668.547,19","26.135,00","102,11","Schweiz","SIX Swiss Exchange","CHF"
"RF","EURAZEO","Financials","Aktien","2.652.709,95","0,03","2.652.709,95","42.207,00","62,85","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"HOLM B","HOLMEN CLASS B","Materialien","Aktien","2.651.377,27","0,03","2.651.377,27","80.047,00","33,12","Schweden","Nasdaq Omx Nordic","SEK"
"NEXI","NEXI","Financials","Aktien","2.605.716,93","0,03","2.605.716,93","509.327,00","5,12","Italien","Borsa Italiana","EUR"
"ICSSAGD","BLK ICS GBP LIQ AGENCY DIS","Cash und/oder Derivate","Money Market","2.497.690,28","0,02","2.497.690,28","2.158.320,00","1,16","Irland","-","GBP"
"COV","COVIVIO SA","Immobilien","Aktien","2.348.890,00","0,02","2.348.890,00","45.832,00","51,25","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LOTB","LOTUS BAKERIES NV","Nichtzyklische Konsumgüter","Aktien","2.334.780,00","0,02","2.334.780,00","306,00","7.630,00","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"SALM","SALMAR","Nichtzyklische Konsumgüter","Aktien","2.288.878,58","0,02","2.288.878,58","66.485,00","34,43","Norwegen","Oslo Bors Asa","NOK"
"BZFUT","CASH COLLATERAL EUR BZFUT","Cash und/oder Derivate","Cash Collateral and Margins","2.219.690,00","0,02","2.219.690,00","2.219.690,00","100,00","Europäische Union","-","EUR"
"-","DERECHOS IBERDROLA S.A. SA","Versorger","Aktien","2.182.302,57","0,02","2.182.302,57","5.469.430,00","0,40","Spanien","Bolsa De Madrid","EUR"
"JD.","JD SPORTS FASHION PLC","Zyklische Konsumgüter ","Aktien","2.077.729,56","0,02","2.077.729,56","2.124.758,00","0,98","Vereinigtes Königreich","London Stock Exchange","GBP"
"DIA","DIASORIN","Gesundheitsversorgung","Aktien","1.889.870,40","0,02","1.889.870,40","20.952,00","90,20","Italien","Borsa Italiana","EUR"
"NOK","NOK CASH","Cash und/oder Derivate","Geldmarkt","849.084,66","0,01","849.084,66","10.156.364,00","8,36","Norwegen","-","NOK"
"USD","USD CASH","Cash und/oder Derivate","Geldmarkt","475.351,29","0,00","475.351,29","550.813,00","86,30","Vereinigte Staaten","-","USD"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Industrie","Aktien","283.760,40","0,00","283.760,40","4.884,00","58,10","Spanien","Bolsa De Madrid","EUR"
"SEK","SEK CASH","Cash und/oder Derivate","Geldmarkt","209.874,67","0,00","209.874,67","2.374.833,00","8,84","Schweden","-","SEK"
"MXN","MXN CASH","Cash und/oder Derivate","Geldmarkt","55.070,86","0,00","55.070,86","1.197.522,00","4,60","Mexiko","-","MXN"
"MARGIN_GBP","FUTURES GBP MARGIN BALANCE","Cash und/oder Derivate","Cash Collateral and Margins","-12,59","0,00","-12,59","-11,00","115,72","Vereinigtes Königreich","-","GBP"
"MARGIN_CHF","FUTURES CHF MARGIN BALANCE","Cash und/oder Derivate","Cash Collateral and Margins","13,68","0,00","13,68","13,00","107,20","Schweiz","-","CHF"
"ZRPU5","MSCI EUROPE INDEX SEP 25","Cash und/oder Derivate","Futures","0,00","0,00","32.688.660,00","883,00","370,20","-","Eurex Deutschland","EUR"
 
