Price,Close,High,Low,Open,Volume
Ticker,BNJ,BNJ,BNJ,BNJ,BNJ
Date,,,,,
2020-11-27,19.604833602905273,19.620436693216988,19.542422729651012,19.581430455430297,169400
2020-11-30,19.55022621154785,19.65164482062842,19.534624607683156,19.597035487120145,274800
2020-12-01,19.565826416015625,19.643840375797286,19.5034155457888,19.636038831019867,252300
2020-12-02,19.558025360107422,19.69845019362594,19.511217578265434,19.550223815135,175700
2020-12-03,19.534622192382812,19.60483312107476,19.534622192382812,19.55802533928261,199500
2020-12-04,19.503419876098633,19.573632306692016,19.472213690060308,19.565830760182433,198900
2020-12-07,19.511219024658203,19.53462366131049,19.487814388005916,19.53462366131049,113100
2020-12-08,19.542423248291016,19.597034065831338,19.534623190920744,19.550224793653918,50900
2020-12-09,19.542423248291016,19.597034065831338,19.519020100194936,19.597034065831338,31400
2020-12-10,19.65944480895996,19.667244866277947,19.542423117293467,19.550224662604073,40900
2020-12-11,19.643842697143555,19.659445788542236,19.589233365240872,19.597034910940213,34100
2020-12-14,19.628236770629883,19.69064763921724,19.581428991187483,19.643839859774843,72700
2020-12-15,19.5814266204834,19.63603593788678,19.56582353322749,19.628234394258826,47400
2020-12-16,19.651641845703125,19.651641845703125,19.55022325197561,19.597032520461777,55200
2020-12-17,19.753063201904297,19.776467841183592,19.65944762077278,19.65944762077278,97900
2020-12-18,19.698453903198242,19.792070972504547,19.667247717431863,19.760864786738168,89300
2020-12-21,19.690649032592773,19.721855213090944,19.589231921958888,19.636039704713557,91700
2020-12-22,19.7608642578125,19.7608642578125,19.65164558653922,19.721858014641413,90900
2020-12-23,19.7608642578125,19.80767204721636,19.706254922175862,19.7608642578125,61200
2020-12-24,19.72185516357422,19.77646449131632,19.72185516357422,19.77646449131632,26900
2020-12-28,19.83888053894043,19.854483633220255,19.737461914114544,19.737461914114544,201000
2020-12-29,19.893484115600586,20.00270276792078,19.745257738885652,19.78426546328039,166400
2020-12-30,20.002704620361328,20.1275263739991,19.799868898701778,19.885684412325002,106600
2020-12-31,20.197738647460938,20.345965036809876,19.870081174580097,20.01830756392903,1033000
2021-01-04,20.065114974975586,20.20553981616162,19.979300951578395,20.18993672536481,174300
2021-01-05,19.979299545288086,20.033908871240484,19.932490276192432,20.018305781541933,28900
2021-01-06,19.737462997436523,20.018312757916362,19.61264121233283,20.018312757916362,70300
2021-01-07,19.52682113647461,19.745258448970507,19.355190118950585,19.659444428201088,171600
2021-01-08,19.49561882019043,19.565831252550687,19.44100948124198,19.52682500701405,75000
2021-01-11,19.44100570678711,19.45660879716959,19.347388652484806,19.386396378441017,117100
2021-01-12,19.331787109375,19.42540267597177,19.28497783808401,19.394197983103712,47500
2021-01-13,19.425403594970703,19.56582843950184,19.38639735504213,19.40200044621063,69300
