Price,Close,High,Low,Open,Volume
Ticker,BFZ,BFZ,BFZ,BFZ,BFZ
Date,,,,,
2001-07-27,3.959263801574707,3.9985941356736205,3.9330434121379874,3.9330434121379874,137600
2001-07-30,3.9566421508789062,3.9854843824090866,3.9330438477832157,3.9566421508789062,42200
2001-07-31,3.9330451488494873,3.954021369638849,3.9330451488494873,3.9461553493569075,16200
2001-08-01,3.9382903575897217,3.9592665838571857,3.9356682667922027,3.946156379925935,16600
2001-08-02,3.9671316146850586,3.9723755449131346,3.9356672831477675,3.938289373289945,14400
2001-08-03,3.9382903575897217,3.946156379925935,3.9382903575897212,3.946156379925935,5000
2001-08-06,3.9330451488494873,3.9802417706536892,3.9330451488494873,3.9356672389622265,50400
2001-08-07,3.959263801574707,3.9723737462369013,3.9356655010928927,3.9487756958112525,10000
2001-08-08,3.9645049571990967,3.97237096850724,3.943528760340053,3.97237096850724,13500
2001-08-09,3.961885452270508,3.980239824026783,3.9618854522705074,3.9749956463660885,5500
2001-08-10,3.9723732471466064,4.064144348588807,3.9592633041315497,3.9592633041315497,31600
2001-08-13,3.993351459503174,3.9933514595031734,3.985485439736529,3.985485439736529,7700
2001-08-14,4.02219295501709,4.02219295501709,3.9933504729047935,3.9933504729047935,18000
2001-08-15,3.9854824542999268,4.037922963555965,3.961884162620692,4.037922963555965,13900
2001-08-16,4.037923336029053,4.064143718103773,3.998593012973067,3.998593012973067,19700
2001-08-17,4.009083271026611,4.064145902939655,3.998595162569661,4.051035704854411,33000
2001-08-20,4.011704444885254,4.072010992232213,4.00383842785221,4.072010992232213,20200
2001-08-21,4.035305023193359,4.035305023193359,4.0012185967400455,4.00384068724945,23900
2001-08-22,4.032685279846191,4.032685279846191,4.001220925588941,4.024819253795994,16000
2001-08-23,4.043168544769287,4.043168544769287,4.0012161227833065,4.006460050503475,18700
2001-08-24,4.037923336029053,4.045789600685126,4.009081115791736,4.016947130391714,25100
2001-08-27,4.014328479766846,4.024816590913495,3.9854859865713377,4.014328479766846,30100
2001-08-28,4.001215934753418,4.024814233525612,3.9854836522199055,3.993349668458588,13700
2001-08-29,4.011704444885254,4.027436478951342,3.9985942497927316,4.027436478951342,21800
2001-08-30,4.011704444885254,4.035302746040559,3.9933500717332535,3.9985942497927316,36300
2001-08-31,3.993351459503174,4.019571858800334,3.9933514595031734,4.01170583903369,13400
2001-09-04,4.014328479766846,4.024816590913495,4.011706389466109,4.011706389466109,4500
2001-09-05,4.014328479766846,4.027438431157937,3.9985961880187237,4.014328479766846,57900
2001-09-06,3.9985930919647217,4.014325371531562,3.998593091964722,4.014325371531562,80300
2001-09-07,4.011704444885254,4.019570461918298,3.9907282327596874,3.9907282327596874,48200
2001-09-10,4.011704444885254,4.022192550948037,3.9985942497927316,4.022192550948037,12600
2001-09-17,3.9540181159973145,4.0064586248190155,3.9540181159973145,4.001214698964881,30100
2001-09-18,3.9330451488494873,3.9723755003154717,3.9330451488494873,3.9723755003154717,23400
2001-09-19,3.8465168476104736,3.9330437910081577,3.8281627232704163,3.9330437910081577,20300
2001-09-20,3.9330451488494873,3.9330451488494873,3.841273995353822,3.8491402656920397,23600
2001-09-21,3.9330451488494873,3.9330451488494873,3.906824747834647,3.906824747834647,33800
2001-09-24,3.9304213523864746,3.9409094582278565,3.930421352386474,3.9409094582278565,34300
2001-09-25,3.909445285797119,3.9907282966266586,3.9094452857971187,3.919933392027752,25900
2001-09-26,3.909445285797119,3.9173113029560493,3.9094452857971187,3.9173113029560493,4800
2001-09-27,3.952397346496582,3.9523973464965816,3.9207781978790077,3.9286829222117374,8600
2001-09-28,3.965569019317627,3.9892834254513962,3.947124341609993,3.9655690193176265,30200
2001-10-01,3.952397346496582,3.9892864788604125,3.947127362750325,3.9892864788604125,18800
2001-10-02,3.9471259117126465,3.9550308844260154,3.9471259117126465,3.952395893521559,9700
2001-10-03,3.952397346496582,3.95503233836971,3.926047930338609,3.947127362750325,16400
2001-10-04,3.9761085510253906,3.97610855102539,3.9128703049990365,3.960298863875576,24700
2001-10-05,3.968205451965332,3.989284875907025,3.952395758365785,3.989284875907025,15200
2001-10-08,3.957667589187622,3.9682073060830794,3.949762613051025,3.9682073060830794,11700
2001-10-09,3.9339511394500732,3.952395571706343,3.9339511394500737,3.952395571706343,5700
2001-10-10,3.9339511394500732,3.9339511394500737,3.9339511394500737,3.9339511394500737,10800
2001-10-11,3.956446886062622,3.956446886062622,3.9273359961173973,3.9273359961173973,6900
2001-10-12,3.9696762561798096,3.9696762561798096,3.959090462925406,3.959090462925406,5300
2001-10-15,3.980262041091919,3.980262041091919,3.9776155296875597,3.9776155296875597,2300
2001-10-16,3.9696762561798096,4.006726658762833,3.9696762561798096,4.006726658762833,11800
2001-10-17,3.982909679412842,3.9855561915659994,3.9696773710323425,3.982909679412842,16500
2001-10-18,3.982909679412842,3.9987882475612087,3.982909679412842,3.982909679412842,5300
2001-10-19,3.9696762561798096,3.9961408655084294,3.9696762561798096,3.977615538024308,10100
2001-10-22,3.9696762561798096,3.9696762561798096,3.9458581582610956,3.9617369743353112,15600
2001-10-23,3.9696762561798096,3.9696762561798096,3.9432116468511897,3.9696762561798096,28200
2001-10-24,3.9696762561798096,3.9696762561798096,3.9696762561798096,3.9696762561798096,0
2001-10-25,3.9696762561798096,3.9696762561798096,3.9485046696710016,3.9485046696710016,9000
2001-10-26,3.903517007827759,3.9696783130451783,3.8823454103490125,3.9696783130451783,24300
2001-10-29,3.9379172325134277,3.9485030213487415,3.90351335570238,3.929977953983221,25400
2001-10-30,3.8902828693389893,3.943211838179168,3.8902828693389897,3.9299797852580474,31600
2001-10-31,3.903517007827759,3.9193958321294935,3.890284696307205,3.890284696307205,15700
2001-11-01,3.919393539428711,3.9193935394287114,3.8929289318684237,3.8929289318684237,28400
2001-11-02,3.9432122707366943,3.943212270736694,3.92998021636406,3.9352729876360617,11000
2001-11-05,3.9432122707366943,3.943212270736694,3.903515602848273,3.919394421434797,8500
2001-11-06,3.9538021087646484,3.9538021087646484,3.9405700408611004,3.9432163030104994,10300
2001-11-07,3.935271739959717,3.9802614172414392,3.919393178792743,3.9352717399597164,34800
2001-11-08,3.951153039932251,3.9749711490563833,3.940567241697674,3.961738838166828,31300
2001-11-09,3.959091901779175,3.9590919017791744,3.929981022846094,3.956445389407446,9200
2001-11-12,3.956446886062622,3.9643861737957913,3.9352752838505665,3.9590933994354804,9100
2001-11-13,3.975858449935913,3.975858449935913,3.9519234752384333,3.9519234752384333,13600
2001-11-14,3.9625606536865234,3.9652201513046137,3.9625606536865234,3.9652201513046137,10200
2001-11-15,3.922668218612671,3.967878652269619,3.9226682186126705,3.9625596583694658,23500
2001-11-16,3.8827784061431885,3.909372625918928,3.8694811694434708,3.909372625918928,51700
2001-11-19,3.842885971069336,3.882777673642771,3.8349077320041083,3.882777673642771,28500
2001-11-20,3.8242709636688232,3.869481419191667,3.776401009909645,3.869481419191667,42400
2001-11-21,3.8295886516571045,3.829588651657104,3.8083131788741813,3.8242699102731943,21400
2001-11-23,3.8349106311798096,3.834910631179809,3.834910631179809,3.834910631179809,1000
2001-11-26,3.8242709636688232,3.853524683397371,3.795017243940276,3.821611465432489,30400
2001-11-27,3.8827784061431885,3.8880971486488582,3.8242707168386483,3.8242707168386483,71800
2001-11-28,3.9093739986419678,3.909373998641968,3.8827797695280295,3.8880985139013036,5300
2001-11-29,3.9279887676239014,3.9333075100061836,3.8934160544561545,3.8960752988354512,9000
2001-11-30,3.9492619037628174,3.9492619037628174,3.9093702182319934,3.9146892110855185,11100
2001-12-03,3.9731991291046143,3.978518125329531,3.938626668137454,3.938626668137454,16900
2001-12-04,3.9466054439544678,3.97319966781375,3.9466054439544678,3.97319966781375,6700
2001-12-05,3.957242250442505,3.957242250442505,3.9306477792349193,3.9386262727713994,7300
2001-12-06,3.9120302200317383,3.9625593905501124,3.9120302200317383,3.957240650633028,9900
2001-12-07,3.959904193878174,3.962563439742312,3.9359692057341147,3.9359692057341147,7600
2001-12-10,3.9359662532806396,3.9625604673399413,3.9359662532806396,3.949263487122111,8400
2001-12-11,3.9253294467926025,3.9625614060201286,3.9253294467926025,3.9599021615208057,5100
2001-12-12,3.9181132316589355,3.9555305033723798,3.9154405147756224,3.9555305033723798,7300
2001-12-13,3.8753528594970703,3.9100974329614533,3.87535285949707,3.9100974329614533,12300
2001-12-14,3.8085317611694336,3.8940566033661046,3.7737872303060023,3.880693537935976,39000
2001-12-17,3.8352649211883545,3.8513007289166947,3.7871569882341976,3.800520331264193,36000
2001-12-18,3.8085317611694336,3.843276292032865,3.8085317611694336,3.843276292032865,13500
2001-12-19,3.731027841567993,3.8352615188732986,3.7310278415679927,3.821898187698104,55700
2001-12-20,3.7176642417907715,3.755081515401042,3.6882651192369105,3.755081515401042,30200
2001-12-21,3.6080851554870605,3.6909375934288216,3.576013318024404,3.6909375934288216,66700
