Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2000-01-03,36.04180327305526,36.425635043801314,34.391326658847184,35.79231262207031,53228400,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.7890166231109432,0.8463822517008942,0.7650356143504887,0.8421505689620972,535796800
2000-01-04,34.871102780798296,35.96502290105449,34.46807957859865,34.583229064941406,54119000,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.8144081442752411,0.8322759248125872,0.7612741972199477,0.7711488604545593,512377600
2000-01-05,34.12266017656154,35.73475435813137,33.58529544937159,34.947898864746094,64059600,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.7805527667697028,0.831806041075724,0.774910587822962,0.7824335098266602,778321600
2000-01-06,34.44889277761633,34.96706553805958,33.278206170688975,33.77718734741211,54976600,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.7984210727392759,0.8050036455635722,0.7147226929664612,0.7147226929664612,767972800
2000-01-07,33.35498720811982,34.46809955453579,32.95196377234852,34.21860885620117,62013600,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.7260078977096681,0.759863566388499,0.7184849794071277,0.7485783100128174,460734400
2000-01-10,34.832730208314075,34.90949655588061,34.19940784089019,34.46809005737305,44963600,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.7673863696705593,0.7692671116434155,0.7128418892356713,0.7354122996330261,505064000
2000-01-11,34.237803187779015,35.082233311244416,33.374181470598494,33.585289001464844,46743600,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.721776278885474,0.7476379778396942,0.6808678892390111,0.6977952718734741,441548800
2000-01-12,33.31659020267853,33.43173970798733,32.069137228499905,32.49135208129883,66532400,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.7147226075382266,0.7184849454334651,0.6507736112775433,0.6559464931488037,976068800
2000-01-13,32.04995422363281,33.35498229980469,31.16714111328125,33.105491638183594,83144000,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.7108432255156996,0.7429352744385749,0.6959145116403436,0.7278885841369629,1032684800
2000-01-14,32.913571519150764,34.98626290344714,32.4721650206432,34.46809005737305,73416400,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.7523398029979731,0.7692671855166645,0.7476379727263639,0.7556310892105103,390376000
2000-01-18,34.33375261715111,35.77312178779747,34.31456102820916,35.40848159790039,81483600,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.7598635218237559,0.7974806223356226,0.7556310361340077,0.7819629311561584,459177600
2000-01-19,33.93071217403234,34.23777744257561,32.548918465587576,32.85598373413086,97568200,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.7946587598429743,0.8181695692894504,0.77773132660131,0.8017123341560364,597643200
2000-01-20,32.87518039064587,33.68122684505751,32.51054032793585,32.54892349243164,56349800,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.8689525558710625,0.9140925752904925,0.8539059162139893,0.8539059162139893,1831132800
2000-01-21,32.85598287927099,32.93274919440947,31.704488152193733,31.858020782470703,68416200,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.8595483008053934,0.8595483008053934,0.8289847155526959,0.8374488353729248,495924800
2000-01-24,31.872429284637356,32.45297481277843,30.95603097162129,31.09037208557129,63597600,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.8158186527504218,0.8482629258546308,0.7908972984769379,0.7993614673614502,440876800
2000-01-25,31.013607648948046,31.89642073796513,30.572201104439504,31.57016372680664,59823200,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.7899570587562212,0.85108503269678,0.7702085340802532,0.8445015549659729,497145600
2000-01-26,31.45502124522467,31.781278329525353,30.437866805934306,30.514633178710938,49365000,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.8275738360046804,0.8590777546452094,0.8256931444691569,0.8289843797683716,367158400
2000-01-27,30.672941094712364,31.071166358416594,29.862096883073637,30.322694778442383,63654800,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.8186398162695369,0.8501446000592142,0.8050037179108727,0.8275741338729858,340144000
2000-01-28,30.130794830904666,30.78330885908986,29.862112584004876,30.169178009033203,58225400,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.8139379694064162,0.8341566395388088,0.7570424893187326,0.7645654082298279,423348800
2000-01-31,29.977259300982208,30.149983586327174,29.132829461517918,30.054025650024414,73194200,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.7598635127321367,0.781492723744384,0.7109611570915573,0.780552327632904,701680000
2000-02-01,30.24593526056194,31.704495590385992,29.996444677828876,31.608537673950195,70196600,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.7824329388641089,0.7899567091877454,0.7523396154128873,0.7542203068733215,318035200
2000-02-02,31.455007278764015,31.91560531091187,30.86006815390637,30.956026077270508,49915600,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.7579829894377689,0.7683269980799323,0.7297694907814833,0.7434056401252747,464195200
2000-02-03,31.339866619777332,31.992380682895785,30.74492732693404,31.819656372070312,49186000,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.754690733565532,0.7843147720511086,0.7542205354458786,0.7772611975669861,475193600
2000-02-04,32.049954970910754,33.1630671794813,31.977986509149726,32.72166061401367,55365400,2.4905952929130346,2.5917129694882215,2.3899744892751706,2.4990627765655518,893181924.0,0.7819630334272543,0.8275740594128421,0.779612093037055,0.8125274181365967,425320000
