Price,Close,High,Low,Open,Volume
Ticker,BYD,BYD,BYD,BYD,BYD
Date,,,,,
2000-01-03,5.048862457275391,5.103741397028384,4.939104577769404,4.993983517522397,80300
2000-01-04,5.048862457275391,5.158620336781378,4.993983517522397,5.158620336781378,47800
2000-01-05,5.048862457275391,5.103741397028384,4.939104577769404,5.048862457275391,49100
2000-01-06,4.884227275848389,4.993985192159588,4.664711443225989,4.939106234003988,129000
2000-01-07,4.884227275848389,4.884227275848389,4.719590401381589,4.719590401381589,52200
2000-01-10,4.993982791900635,5.158619587238018,4.829345996563251,4.829345996563251,52300
2000-01-11,4.93910551071167,5.048863410949707,4.93910551071167,4.93910551071167,50100
2000-01-12,4.829346179962158,4.939104047688571,4.774467246098952,4.884225113825365,57800
2000-01-13,4.829346179962158,4.829346179962158,4.719588312235746,4.829346179962158,87800
2000-01-14,4.829346179962158,4.829346179962158,4.774467246098952,4.774467246098952,32100
2000-01-18,4.829346179962158,4.884225113825365,4.774467246098952,4.829346179962158,38500
2000-01-19,5.2135009765625,5.2135009765625,4.829348273026316,4.829348273026316,97500
2000-01-20,4.93910551071167,5.268379211425781,4.93910551071167,5.268379211425781,42800
2000-01-21,5.2135009765625,5.2135009765625,4.884227230674343,4.884227230674343,76500
2000-01-24,4.93910551071167,5.268379211425781,4.884226560592651,5.268379211425781,67300
2000-01-25,4.719588756561279,4.939104512680409,4.719588756561279,4.939104512680409,46200
2000-01-26,4.774467945098877,4.774467945098877,4.6647100613035,4.774467945098877,47500
2000-01-27,4.774467945098877,4.939104770791942,4.6647100613035,4.6647100613035,34000
2000-01-28,4.719588756561279,4.829346634620844,4.609830878501715,4.719588756561279,36900
2000-01-31,4.664710998535156,4.774468904383042,4.609832045611213,4.664710998535156,69700
2000-02-01,4.609830856323242,4.664709795088995,4.445194040025983,4.664709795088995,177600
2000-02-02,4.5549516677856445,4.609830603542098,4.445193796272737,4.5549516677856445,48500
2000-02-03,4.500072479248047,4.554951411921803,4.44519354657429,4.554951411921803,32000
2000-02-04,4.993982791900635,5.10374065545889,4.500072405888484,4.554951337667612,132100
2000-02-07,4.93910551071167,5.048863410949707,4.93910551071167,5.048863410949707,40800
2000-02-08,4.884227275848389,4.993985192159588,4.719590401381589,4.939106234003988,85300
2000-02-09,4.829346179962158,4.9939829815517776,4.774467246098952,4.829346179962158,48000
2000-02-10,4.93910551071167,4.9939844608306885,4.774468660354614,4.93910551071167,41100
2000-02-11,4.774467945098877,5.103741596485007,4.774467945098877,4.8842258288942535,32600
2000-02-14,4.774467945098877,4.8842258288942535,4.719589003201189,4.8842258288942535,58800
2000-02-15,4.5549516677856445,4.829346346567912,4.5549516677856445,4.719588475055005,206100
2000-02-16,4.609830856323242,4.609830856323242,4.554951917557489,4.554951917557489,37100
2000-02-17,4.500072479248047,4.60983034459556,4.500072479248047,4.60983034459556,55000
2000-02-18,4.500072479248047,4.60983034459556,4.44519354657429,4.554951411921803,103200
2000-02-22,4.390315055847168,4.554951870441437,4.390315055847168,4.554951870441437,50600
